,Artist,Song,Duration(ms),Year,Genre,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,explicit,uri
5356,Yung Joc,Its Goin Down,241840,2005,rhythmic,0.888,0.577,1,-7.702,0.0612,0.0986,0,0.131,0.609,84.003,True,spotify:track:05Sgj1Hx03ZXc57gsV1kfX
5357,Mary J. Blige,Be Without You,246333,2005,rhythmic,0.724,0.705,2,-5.859,0.112,0.067,0,0.262,0.662,146.589,False,spotify:track:2YegxR5As7BeQuVp2U6pek
5358,Sean Paul,Temperature,218573,2005,rhythmic,0.951,0.6,0,-4.675,0.0685,0.106,0,0.0712,0.822,125.04,False,spotify:track:0k2GOhqsrxDTAbFFSdNJjT
5359,Ne-Yo,So Sick,207187,2005,rhythmic,0.452,0.574,6,-8.336,0.31,0.246,0,0.189,0.58,92.791,False,spotify:track:6brl7bwOHmGFkNw3MBqssT
5360,Dem Franchize Boyz ,"Lean Wit It, Rock Wit It",229813,2005,rhythmic,0.886,0.62,5,-5.854,0.307,0.082,0,0.1,0.6,76.035,True,spotify:track:7cVmKBwzPsh4Fmb6SplfEm
5361,Bubba Sparxxx ,Ms. New Booty,252653,2005,rhythmic,0.64,0.62,1,-5.931,0.416,0.016,0,0.0831,0.609,129.37,True,spotify:track:0k6HUzaRHpQ3eEWr1C7Esh
5362,Nelly Furtado ,Promiscuous,242200,2005,rhythmic,0.795,0.978,10,-6.097,0.0459,0.046,8.29e-05,0.143,0.843,114.321,False,spotify:track:47aQT2aV12TyilaoYi1NiD
5363,Field Mob ,So What,216000,2005,rhythmic,0.931,0.486,6,-10.558,0.139,0.0579,0,0.161,0.896,120.026,True,spotify:track:0Uc706myy6Th7I6KQ9xA1x
5364,Beyonce ,Check On It,76214,2005,rhythmic,0.519,0.884,7,-8.077,0.369,0.00294,0,0.943,0.693,167.345,False,spotify:track:632ikkYPSHSHA5udZeuKvk
5365,Chingy ,Pullin Me Back,234133,2005,rhythmic,0.786,0.511,7,-6.66,0.286,0.0825,0,0.12,0.587,80.0,True,spotify:track:5hF2LnbkpnXCkksMSeWcxZ
5366,Cherish ,Do It To It,226293,2005,rhythmic,0.826,0.67,2,-5.559,0.169,0.00798,0,0.495,0.794,74.007,False,spotify:track:6MBEjJlXQYXr8dfxDvZuoA
5367,Chris Brown,Run It!,229867,2005,rhythmic,0.846,0.482,1,-6.721,0.129,0.0246,0,0.393,0.212,100.969,False,spotify:track:7xYnUQigPoIDAMPVK79NEq
5368,Chris Brown,Yo ,229040,2005,rhythmic,0.536,0.612,4,-5.847,0.272,0.119,0,0.209,0.57,86.768,False,spotify:track:7DFnq8FYhHMCylykf6ZCxA
5369,T-Pain ,Im N Luv ,265333,2005,rhythmic,0.731,0.368,8,-10.38,0.0688,0.00544,0,0.193,0.512,145.171,True,spotify:track:1lih9AUGlOI2qbAkptdBsr
5370,Ludacris ,Money Maker,230613,2005,rhythmic,0.464,0.598,1,-6.79,0.27,0.149,0,0.299,0.612,79.732,True,spotify:track:2JpUkUR0OsOlUUfm6iS8ic
5371,Yung Joc ,I Know You See It,241307,2005,rhythmic,0.744,0.368,1,-6.349,0.0524,0.0702,0,0.192,0.391,84.018,True,spotify:track:6giYNaycmjkbf7UmZ6RGtL
5372,Mariah Carey,Dont Forget About Us,233867,2005,rhythmic,0.7,0.529,10,-6.816,0.0395,0.0422,0,0.101,0.386,143.555,False,spotify:track:2hQU8LNZFUcXLUwqeABX3K
5373,Ne-Yo,Sexy Love,220853,2005,rhythmic,0.693,0.516,8,-6.446,0.0413,0.297,0.000127,0.0604,0.494,94.02,False,spotify:track:10aWGOqSDBqvNzJ9NeKDbK
5374,T.I.,What You Know,274333,2005,rhythmic,0.551,0.81,11,-4.365,0.0344,0.0155,0,0.169,0.332,73.464,True,spotify:track:0CAJdthKDdRjB2h8YOguN6
5375,Ray J,One Wish,337640,2005,rhythmic,0.525,0.652,5,-7.042,0.28,0.278,0,0.339,0.602,127.673,False,spotify:track:5qrzhg9Fmu8Amg2uMhHfe5
5376,Young Dro ,Shoulder Lean,258680,2005,rhythmic,0.7,0.518,4,-7.191,0.177,0.0471,0,0.1,0.542,75.973,True,spotify:track:2OqYarizUUGzSSNHPrDEii
5377,Ciara ,Get Up,263373,2005,rhythmic,0.941,0.631,1,-5.998,0.114,0.0366,1.8e-06,0.0311,0.63,128.597,False,spotify:track:4PrquuUN34hswtM71OMvxS
5378,Paul Wall,Girl,278453,2005,rhythmic,0.693,0.729,4,-8.281,0.0347,0.000107,1.9e-05,0.119,0.614,83.989,True,spotify:track:7tAXjikQCHflZLeGPTUcLQ
5379,Justin Timberlake,SexyBack,242733,2005,rhythmic,0.967,0.583,7,-5.562,0.0789,0.0584,0,0.0519,0.964,117.0,True,spotify:track:0O45fw2L5vsWpdsOdXwNAR
5380,The Pussycat Dolls ,Buttons,225560,2005,rhythmic,0.57,0.821,2,-4.38,0.267,0.178,0,0.289,0.408,210.857,False,spotify:track:3BxWKCI06eQ5Od8TY2JBeA
5381,Shakira ,Hips Dont Lie,218093,2005,rhythmic,0.778,0.824,10,-5.892,0.0712,0.284,0,0.405,0.756,100.024,False,spotify:track:3ZFTkvIE7kyPt6Nu3PEa7V
5382,Paula DeAnda ,Doing Too Much,247431,2005,rhythmic,0.716,0.668,2,-5.136,0.083,0.279,0,0.337,0.744,141.006,False,spotify:track:5PCYGkoOlpvjttDtG8XcvS
5383,Rihanna,Unfaithful,226973,2005,rhythmic,0.588,0.391,0,-8.607,0.0334,0.839,0,0.227,0.349,144.069,False,spotify:track:13xxBnXOuiBxVxJI458B0i
5384,Jamie Foxx ,Unpredictable,219867,2005,rhythmic,0.734,0.599,9,-8.462,0.197,0.206,0,0.0555,0.772,145.185,False,spotify:track:3UNrtRxBBlWE70SjxnOo02
5385,Juelz Santana,There It Go! ,180493,2005,rhythmic,0.942,0.892,6,-6.363,0.196,0.023,0.000897,0.264,0.595,100.007,True,spotify:track:50UkypyQJbSQLaXHke5Yep
5386,Chris Brown,Say Goodbye,289760,2005,rhythmic,0.8,0.502,1,-6.062,0.0371,0.00167,0,0.0784,0.388,115.091,False,spotify:track:5F7IJrXD6Fa3EmqoYE0gU4
5387,Kelis ,Bossy,274947,2005,rhythmic,0.906,0.624,4,-5.556,0.179,0.000185,6.21e-06,0.0608,0.775,84.009,False,spotify:track:0Eu5SrReZzaJX0NLKI8tQS
5388,The Pussycat Dolls,Stickwitu,207507,2005,rhythmic,0.655,0.54,9,-6.482,0.0516,0.268,0,0.068,0.43,79.983,False,spotify:track:4NjR63Up0uMkQBlKvlZd1l
5389,Cassie,Me & U,192213,2006,rhythmic,0.803,0.454,8,-4.802,0.0294,0.352,0,0.0655,0.739,99.99,False,spotify:track:7k6IzwMGpxnRghE7YosnXT
5390,Chamillionaire ,Ridin,303053,2006,rhythmic,0.788,0.798,8,-4.68,0.0997,0.189,0,0.3,0.836,143.051,True,spotify:track:3kZoay4ANo86ehb6s4RwS9
5391,E-40 ,U And Dat,202720,2006,rhythmic,0.858,0.484,6,-7.448,0.277,0.0241,1.8e-06,0.123,0.329,99.992,True,spotify:track:7g7M96UGiA7OR79H86gV4m
5392,Nelly ,Grillz,271160,2006,rhythmic,0.863,0.514,4,-7.243,0.249,0.0419,0,0.301,0.843,82.985,True,spotify:track:0Aqlt4N5h6rUtKnd09VXpr
5393,Yung Joc,Its Goin Down,241840,2006,rhythmic,0.888,0.577,1,-7.702,0.0612,0.0986,0,0.131,0.609,84.003,True,spotify:track:05Sgj1Hx03ZXc57gsV1kfX
5394,Mary J. Blige,Be Without You,246333,2006,rhythmic,0.724,0.705,2,-5.859,0.112,0.067,0,0.262,0.662,146.589,False,spotify:track:2YegxR5As7BeQuVp2U6pek
5395,Sean Paul,Temperature,218573,2006,rhythmic,0.951,0.6,0,-4.675,0.0685,0.106,0,0.0712,0.822,125.04,False,spotify:track:0k2GOhqsrxDTAbFFSdNJjT
5396,Ne-Yo,So Sick,207187,2006,rhythmic,0.452,0.574,6,-8.336,0.31,0.246,0,0.189,0.58,92.791,False,spotify:track:6brl7bwOHmGFkNw3MBqssT
5397,Dem Franchize Boyz ,"Lean Wit It, Rock Wit It",229813,2006,rhythmic,0.886,0.62,5,-5.854,0.307,0.082,0,0.1,0.6,76.035,True,spotify:track:7cVmKBwzPsh4Fmb6SplfEm
5398,Bubba Sparxxx ,Ms. New Booty,252653,2006,rhythmic,0.64,0.62,1,-5.931,0.416,0.016,0,0.0831,0.609,129.37,True,spotify:track:0k6HUzaRHpQ3eEWr1C7Esh
5399,Nelly Furtado ,Promiscuous,242200,2006,rhythmic,0.795,0.978,10,-6.097,0.0459,0.046,8.29e-05,0.143,0.843,114.321,False,spotify:track:47aQT2aV12TyilaoYi1NiD
5400,Field Mob ,So What,216000,2006,rhythmic,0.931,0.486,6,-10.558,0.139,0.0579,0,0.161,0.896,120.026,True,spotify:track:0Uc706myy6Th7I6KQ9xA1x
5401,Beyonce ,Check On It,76214,2006,rhythmic,0.519,0.884,7,-8.077,0.369,0.00294,0,0.943,0.693,167.345,False,spotify:track:632ikkYPSHSHA5udZeuKvk
5402,Chingy ,Pullin Me Back,234133,2006,rhythmic,0.786,0.511,7,-6.66,0.286,0.0825,0,0.12,0.587,80.0,True,spotify:track:5hF2LnbkpnXCkksMSeWcxZ
5403,Cherish ,Do It To It,226293,2006,rhythmic,0.826,0.67,2,-5.559,0.169,0.00798,0,0.495,0.794,74.007,False,spotify:track:6MBEjJlXQYXr8dfxDvZuoA
5404,Chris Brown,Run It!,229867,2006,rhythmic,0.846,0.482,1,-6.721,0.129,0.0246,0,0.393,0.212,100.969,False,spotify:track:7xYnUQigPoIDAMPVK79NEq
5405,Chris Brown,Yo ,229040,2006,rhythmic,0.536,0.612,4,-5.847,0.272,0.119,0,0.209,0.57,86.768,False,spotify:track:7DFnq8FYhHMCylykf6ZCxA
5406,T-Pain ,Im N Luv ,265333,2006,rhythmic,0.731,0.368,8,-10.38,0.0688,0.00544,0,0.193,0.512,145.171,True,spotify:track:1lih9AUGlOI2qbAkptdBsr
5407,Ludacris ,Money Maker,230613,2006,rhythmic,0.464,0.598,1,-6.79,0.27,0.149,0,0.299,0.612,79.732,True,spotify:track:2JpUkUR0OsOlUUfm6iS8ic
5408,Yung Joc ,I Know You See It,241307,2006,rhythmic,0.744,0.368,1,-6.349,0.0524,0.0702,0,0.192,0.391,84.018,True,spotify:track:6giYNaycmjkbf7UmZ6RGtL
5409,Mariah Carey,Dont Forget About Us,233867,2006,rhythmic,0.7,0.529,10,-6.816,0.0395,0.0422,0,0.101,0.386,143.555,False,spotify:track:2hQU8LNZFUcXLUwqeABX3K
5410,Ne-Yo,Sexy Love,220853,2006,rhythmic,0.693,0.516,8,-6.446,0.0413,0.297,0.000127,0.0604,0.494,94.02,False,spotify:track:10aWGOqSDBqvNzJ9NeKDbK
5411,T.I.,What You Know,274333,2006,rhythmic,0.551,0.81,11,-4.365,0.0344,0.0155,0,0.169,0.332,73.464,True,spotify:track:0CAJdthKDdRjB2h8YOguN6
5412,Ray J,One Wish,337640,2006,rhythmic,0.525,0.652,5,-7.042,0.28,0.278,0,0.339,0.602,127.673,False,spotify:track:5qrzhg9Fmu8Amg2uMhHfe5
5413,Young Dro ,Shoulder Lean,258680,2006,rhythmic,0.7,0.518,4,-7.191,0.177,0.0471,0,0.1,0.542,75.973,True,spotify:track:2OqYarizUUGzSSNHPrDEii
5414,Ciara ,Get Up,263373,2006,rhythmic,0.941,0.631,1,-5.998,0.114,0.0366,1.8e-06,0.0311,0.63,128.597,False,spotify:track:4PrquuUN34hswtM71OMvxS
5415,Paul Wall,Girl,278453,2006,rhythmic,0.693,0.729,4,-8.281,0.0347,0.000107,1.9e-05,0.119,0.614,83.989,True,spotify:track:7tAXjikQCHflZLeGPTUcLQ
5416,Justin Timberlake,SexyBack,242733,2006,rhythmic,0.967,0.583,7,-5.562,0.0789,0.0584,0,0.0519,0.964,117.0,True,spotify:track:0O45fw2L5vsWpdsOdXwNAR
5417,The Pussycat Dolls ,Buttons,225560,2006,rhythmic,0.57,0.821,2,-4.38,0.267,0.178,0,0.289,0.408,210.857,False,spotify:track:3BxWKCI06eQ5Od8TY2JBeA
5418,Shakira ,Hips Dont Lie,218093,2006,rhythmic,0.778,0.824,10,-5.892,0.0712,0.284,0,0.405,0.756,100.024,False,spotify:track:3ZFTkvIE7kyPt6Nu3PEa7V
5419,Paula DeAnda ,Doing Too Much,247431,2006,rhythmic,0.716,0.668,2,-5.136,0.083,0.279,0,0.337,0.744,141.006,False,spotify:track:5PCYGkoOlpvjttDtG8XcvS
5420,Rihanna,Unfaithful,226973,2006,rhythmic,0.588,0.391,0,-8.607,0.0334,0.839,0,0.227,0.349,144.069,False,spotify:track:13xxBnXOuiBxVxJI458B0i
5421,Jamie Foxx ,Unpredictable,219867,2006,rhythmic,0.734,0.599,9,-8.462,0.197,0.206,0,0.0555,0.772,145.185,False,spotify:track:3UNrtRxBBlWE70SjxnOo02
5422,Juelz Santana,There It Go! ,180493,2006,rhythmic,0.942,0.892,6,-6.363,0.196,0.023,0.000897,0.264,0.595,100.007,True,spotify:track:50UkypyQJbSQLaXHke5Yep
5423,Chris Brown,Say Goodbye,289760,2006,rhythmic,0.8,0.502,1,-6.062,0.0371,0.00167,0,0.0784,0.388,115.091,False,spotify:track:5F7IJrXD6Fa3EmqoYE0gU4
5424,Kelis ,Bossy,274947,2006,rhythmic,0.906,0.624,4,-5.556,0.179,0.000185,6.21e-06,0.0608,0.775,84.009,False,spotify:track:0Eu5SrReZzaJX0NLKI8tQS
5425,The Pussycat Dolls,Stickwitu,207507,2006,rhythmic,0.655,0.54,9,-6.482,0.0516,0.268,0,0.068,0.43,79.983,False,spotify:track:4NjR63Up0uMkQBlKvlZd1l
5426,T-Pain ,Buy U A Drank ,227960,2007,rhythmic,0.451,0.55,1,-8.137,0.262,0.0108,0,0.0737,0.594,80.001,False,spotify:track:2aIdVb8v9KTpEZnftkz2mD
5427,T-Pain ,Bartender,238800,2007,rhythmic,0.675,0.394,8,-8.539,0.133,0.0611,0,0.214,0.405,104.987,True,spotify:track:5kxddRG1RZaZROadk7iC4D
5428,Rihanna ,Umbrella,275987,2007,rhythmic,0.583,0.829,1,-4.603,0.134,0.00864,0,0.0426,0.575,174.028,False,spotify:track:49FYlytm3dAAraYgpoJZux
5429,Plies ,Shawty,255413,2007,rhythmic,0.444,0.708,4,-5.926,0.126,0.0419,0,0.0775,0.26,105.412,True,spotify:track:0mYoKqA23wUUj7BTEgNzjg
5430,Fabolous ,Make Me Better,253573,2007,rhythmic,0.607,0.599,11,-6.886,0.0995,0.33,0,0.199,0.562,86.491,True,spotify:track:0YkJU6TjjwzsVXUPRIO0DB
5431,Mims,This Is Why Im Hot,253707,2007,rhythmic,0.621,0.6,8,-6.349,0.576,0.277,0,0.495,0.485,80.021,True,spotify:track:0AA6zq5ArZ1sSH7VIMi4NK
5432,Beyonce,Irreplaceable,227853,2007,rhythmic,0.447,0.694,7,-4.637,0.382,0.0293,5.46e-06,0.167,0.509,175.868,False,spotify:track:6RX5iL93VZ5fKmyvNXvF1r
5433,Shop Boyz,Party Like A Rockstar,253400,2007,rhythmic,0.619,0.709,7,-4.633,0.0395,0.00558,0,0.507,0.68,144.972,True,spotify:track:1IYaMVfidzSfvCUZYXhsU1
5434,Timbaland ,The Way I Are,179120,2007,rhythmic,0.731,0.807,3,-6.492,0.1,0.181,0.751,0.319,0.765,114.759,False,spotify:track:2bLqfJjuC5syrsgDsZfGmn
5435,Lloyd,Get It Shawty,209533,2007,rhythmic,0.822,0.905,5,-4.032,0.241,0.123,0,0.0496,0.674,128.014,False,spotify:track:2a03afRiyAbNAleOByVju4
5436,Sean Kingston,Beautiful Girls,225373,2007,rhythmic,0.762,0.661,1,-6.075,0.0687,0.15,0,0.256,0.769,130.009,False,spotify:track:1hGy2eLcmC8eKx7qr1tOqx
5437,Akon,Dont Matter,293053,2007,rhythmic,0.798,0.443,2,-6.062,0.0403,0.244,0,0.326,0.354,125.232,True,spotify:track:7I6DceMT3utDOHjcYCbrr4
5438,Akon ,I Wanna Love You,247067,2007,rhythmic,0.866,0.454,0,-9.383,0.0414,0.0373,1.49e-06,0.275,0.368,99.985,True,spotify:track:4xAk8Lw82G3YoVSOdVAsBx
5439,Keyshia Cole ,Let It Go,238333,2007,rhythmic,0.806,0.721,10,-5.167,0.215,0.197,0,0.209,0.781,94.967,False,spotify:track:2RqZFOLOnzVmHUX7ZMcaES
5440,Kanye West,Stronger,311867,2007,rhythmic,0.617,0.717,10,-7.858,0.153,0.00564,0,0.408,0.49,103.992,True,spotify:track:4fzsfWzRhPawzqhX8Qt9F3
5441,Baby Bash ,Cyclone,222053,2007,rhythmic,0.644,0.725,11,-4.622,0.0701,0.0112,0,0.146,0.584,77.977,True,spotify:track:0x1LCpY9Rgeq97VPajm81B
5442,Hurricane Chris,A Bay Bay,257120,2007,rhythmic,0.577,0.668,6,-4.884,0.514,0.105,0,0.0924,0.702,60.709,False,spotify:track:6MnFB3qurhmGs1xdjrz5Bg
5443,Ludacris ,Runaway Love,280680,2007,rhythmic,0.405,0.721,1,-6.97,0.284,0.329,0,0.252,0.816,92.855,True,spotify:track:3QnEp4rluCxUwgpXT43jmC
5444,Jim Jones,We Fly High,236080,2007,rhythmic,0.685,0.8,1,-6.564,0.298,0.0847,0,0.092,0.483,120.226,True,spotify:track:5rXkgeY6rpcHcsolCpXZHR
5445,Huey,"Pop, Lock & Drop It",261027,2007,rhythmic,0.723,0.644,11,-6.863,0.222,0.00308,0,0.352,0.645,144.09,False,spotify:track:6DbqCKweKwVkHgRv1CI53D
5446,Bow Wow ,Outta My System,238267,2007,rhythmic,0.772,0.59,6,-6.957,0.183,0.0917,0,0.101,0.743,83.998,False,spotify:track:3LGeYNY9aWQuBJovOOowqm
5447,Pretty Ricky,On The Hotline,242587,2007,rhythmic,0.704,0.854,10,-5.477,0.183,0.0185,0,0.148,0.688,92.988,False,spotify:track:1zyqZONW985Cs4osz9wlsu
5448,Akon ,Smack That,212360,2007,rhythmic,0.939,0.742,5,-5.171,0.0467,0.321,0,0.107,0.924,118.978,True,spotify:track:2kQuhkFX7uSVepCD3h29g5
5449,Bone Thugs-N-Harmony ,I Tried,287480,2007,rhythmic,0.727,0.71,4,-6.142,0.0742,0.0104,0,0.107,0.378,81.995,True,spotify:track:2elA6JLRaQ6iB7hxiuTKN4
5450,Baby Boy Da Prince ,The Way I Live,324907,2007,rhythmic,0.88,0.438,0,-7.562,0.248,0.0147,0,0.0907,0.714,90.02,True,spotify:track:68Zq7PMcPIQE8ol1x3gAqw
5451,Diddy ,Last Night,388226,2007,rhythmic,0.888,0.833,3,-4.381,0.0912,0.256,0.00159,0.485,0.962,121.002,True,spotify:track:5gfPJ45gpn3ThswDyeW0Qc
5452,Timbaland ,Give It To Me,234027,2007,rhythmic,0.975,0.711,8,-3.904,0.0632,0.168,0.000552,0.0799,0.815,110.621,True,spotify:track:0wbDgMuAoy7O7pL3a69uZx
5453,Bow Wow ,Shortie Like Mine,268067,2007,rhythmic,0.758,0.642,7,-8.128,0.221,0.0745,0,0.191,0.701,142.078,False,spotify:track:6oUGAx0vkBcnGzYkvw0ZsA
5454,J. Holiday,Bed,275107,2007,rhythmic,0.684,0.606,5,-7.268,0.0504,0.17,0,0.058,0.723,127.901,False,spotify:track:6TlRNJaezOdzdECnQeRuMM
5455,Omarion,Ice Box,256427,2007,rhythmic,0.775,0.731,8,-5.446,0.134,0.189,0,0.129,0.821,131.105,False,spotify:track:5qhlC4Rzals34zxovrPzKp
5456,Unk,Walk It Out,173040,2007,rhythmic,0.794,0.777,1,-3.696,0.0813,0.0982,0,0.202,0.706,160.022,True,spotify:track:6lSylu4qTmLBGQB1zp5oCi
5457,Fergie ,Glamorous,246573,2007,rhythmic,0.81,0.755,0,-6.408,0.201,0.288,0,0.0857,0.623,130.99,True,spotify:track:4KTtYhxFtFL7mBwnjkKfLm
5458,Justin Timberlake ,My Love,276160,2007,rhythmic,0.772,0.68,11,-5.881,0.224,0.277,1.17e-05,0.682,0.807,119.953,False,spotify:track:4NeOWqHmlrGRuBvsLJC9rL
5459,Nelly Furtado,Say It Right,223080,2007,rhythmic,0.871,0.869,1,-6.308,0.139,0.0409,0.00111,0.053,0.834,116.951,False,spotify:track:5AtFypwxB2ShXSxNj12dEd
5460,Ne-Yo,Because Of You,266840,2007,rhythmic,0.81,0.538,0,-5.784,0.0356,0.528,0,0.0951,0.828,109.97,False,spotify:track:6CFPFnS9EcLs2I0nWqtWci
5461,Ciara,Like A Boy,237053,2007,rhythmic,0.701,0.724,0,-5.751,0.145,0.267,0,0.0867,0.425,132.035,False,spotify:track:358bOvBiZCS9fRzNYosw6c
5462,Ciara,Promise,267413,2007,rhythmic,0.697,0.629,9,-5.757,0.0425,0.409,3.8e-06,0.0819,0.439,123.279,False,spotify:track:1pLdjo3lOBbMaoR4ZpybFH
5463,Fat Joe ,Make It Rain,247413,2007,rhythmic,0.744,0.697,11,-5.063,0.197,0.0106,0,0.0842,0.767,149.28,True,spotify:track:1Ji8DhJGIQuV9kBiTgcChh
5464,Flo Rida ,Low,231400,2008,rhythmic,0.918,0.609,10,-5.64,0.0791,0.0928,0,0.139,0.304,128.008,False,spotify:track:0CAfXk7DXMnon4gLudAp7J
5465,Lil Wayne ,Lollipop,299333,2008,rhythmic,0.829,0.428,0,-9.469,0.083,0.055,0.00423,0.137,0.448,148.077,True,spotify:track:4P7VFiaZb3xrXoqGwZXC3J
5466,Ray J ,Sexy Can I,204040,2008,rhythmic,0.575,0.684,1,-6.007,0.325,0.299,0,0.614,0.926,172.155,True,spotify:track:0DdpxWfVvUGgkJv5536tiF
5467,Usher ,Love In This Club,259720,2008,rhythmic,0.573,0.712,0,-5.976,0.0732,0.0572,0,0.167,0.346,140.012,False,spotify:track:5j0McHPthKpOXRr3fBq8M0
5468,Chris Brown,With You,252120,2008,rhythmic,0.662,0.693,3,-4.298,0.0698,0.134,0,0.145,0.655,86.009,False,spotify:track:5Lgcn7u07bHuqbOtXkN62u
5469,Kardinal Offishall ,Dangerous,246053,2008,rhythmic,0.949,0.79,8,-5.957,0.0756,0.00437,0,0.0816,0.807,117.002,True,spotify:track:4NOZ35Dhucr6UlVyLOtktd
5470,David Banner ,Get Like Me,224547,2008,rhythmic,0.823,0.753,1,-4.199,0.476,0.00323,0,0.228,0.656,117.281,True,spotify:track:2IBF9lQ9lgVai8LkskI5L7
5471,Plies ,Bust It Baby Part 2,230800,2008,rhythmic,0.672,0.809,5,-6.234,0.0999,0.0406,0,0.38,0.754,78.983,False,spotify:track:4pkyUUoPFqsZHtWe6nkEG0
5472,Colby ODonis ,What You Got,243013,2008,rhythmic,0.775,0.641,1,-6.718,0.038,0.0327,0,0.18,0.305,119.974,False,spotify:track:3MldzywZOH4Uci6bq9noyJ
5473,Ne-Yo,Closer,234360,2008,rhythmic,0.711,0.753,4,-6.461,0.0766,0.028,2.96e-05,0.152,0.588,126.051,False,spotify:track:2XbfY2O2v3xwedUJ0J2kkr
5474,Lil Wayne ,Got Money,244627,2008,rhythmic,0.692,0.661,7,-4.847,0.123,0.00188,0,0.676,0.703,82.479,True,spotify:track:46lIt6GmL0VkkbuUyGDbCs
5475,Chris Brown,Forever,278573,2008,rhythmic,0.672,0.82,11,-4.456,0.0459,0.0368,0.000188,0.184,0.438,120.005,False,spotify:track:3NZJlJemX3mzjf56MqC5ML
5476,The-Dream,I Luv Your Girl,267867,2008,rhythmic,0.723,0.322,8,-9.702,0.0341,0.014,0,0.119,0.0406,90.063,True,spotify:track:3wkNK8tJZ2stygNJm8RCRD
5477,Webbie ,Independent,250027,2008,rhythmic,0.725,0.431,1,-5.988,0.0707,0.00113,0,0.14,0.199,174.083,True,spotify:track:65D95SmygxGCQGiI64eaZf
5478,T.I.,Whatever You Like,249533,2008,rhythmic,0.68,0.687,9,-6.162,0.0709,0.0161,0,0.261,0.467,150.053,True,spotify:track:1IAzD1muglOxOcPbUHs70R
5479,Alicia Keys,No One,253813,2008,rhythmic,0.644,0.548,1,-5.416,0.0286,0.0209,8.68e-06,0.134,0.166,90.042,False,spotify:track:6IwKcFdiRQZOWeYNhUiWIv
5480,Mariah Carey,Touch My Body,204733,2008,rhythmic,0.715,0.665,4,-7.736,0.0502,0.0996,0,0.224,0.84,78.502,False,spotify:track:2H1l4JczUDbiWfQtQElB05
5481,Plies ,Hypnotized,188493,2008,rhythmic,0.84,0.571,10,-7.421,0.0797,0.16,0,0.406,0.617,116.59,True,spotify:track:3LN41NUdHkyNqQhi9gExMm
5482,T-Pain ,Cant Believe It,273827,2008,rhythmic,0.648,0.516,10,-8.869,0.049,0.00179,0,0.0772,0.0756,89.828,False,spotify:track:3xQCXDHNJXSVxECjTJCHFu
5483,Chris Brown ,Kiss Kiss,250667,2008,rhythmic,0.729,0.658,10,-3.386,0.225,0.0506,0,0.0693,0.551,140.043,False,spotify:track:3wKKkGVn7cVSfgPeYYIiXG
5484,Snoop Dogg,Sensual Seduction,245520,2008,rhythmic,0.756,0.829,11,-3.973,0.0682,0.003,3.46e-05,0.0578,0.504,120.163,False,spotify:track:1wva1IlWLDNLgwipUWcmjy
5485,Three 6 Mafia ,Lolli Lolli ,251373,2008,rhythmic,0.89,0.946,2,-5.673,0.0489,0.0188,0.000128,0.11,0.872,120.0,True,spotify:track:4xWMTkwknjh8FzxNrkwLl6
5486,J. Holiday,Suffocate,220053,2008,rhythmic,0.458,0.445,9,-8.391,0.361,0.64,0,0.118,0.447,82.82,False,spotify:track:3nJjIYchBNkYm7B8XfJf5N
5487,Timbaland ,Apologize,184400,2008,rhythmic,0.653,0.604,8,-6.017,0.0278,0.0292,0,0.097,0.101,118.016,False,spotify:track:6ucR4KfvsBFWCMVFDvyKKl
5488,Lil Wayne,A Milli,221840,2008,rhythmic,0.673,0.695,6,-8.636,0.278,0.0387,0.00206,0.194,0.774,151.468,True,spotify:track:6ScJMrlpiLfZUGtWp4QIVt
5489,Jordin Sparks Duet With Chris Brown,No Air,264547,2008,rhythmic,0.461,0.757,11,-5.01,0.212,0.0494,0,0.0603,0.333,159.997,False,spotify:track:3EXoXwJg7YCKBG0GZbJFqB
5490,2 Pistols ,She Got It,274053,2008,rhythmic,0.517,0.747,10,-6.191,0.105,0.00431,0,0.345,0.271,134.062,True,spotify:track:11WuptzKtcVfPMYaf5aook
5491,Rick Ross ,The Boss,225653,2008,rhythmic,0.431,0.842,7,-4.072,0.357,0.00876,0,0.309,0.61,83.66,True,spotify:track:3n5qF6aprwEIjHWuH5jECM
5492,Rihanna,Take A Bow,229413,2008,rhythmic,0.697,0.467,9,-7.536,0.0715,0.248,0,0.0941,0.572,82.081,False,spotify:track:3goSVuTt3fDYDP6kRnFwuL
5493,Leona Lewis,Bleeding Love,262467,2008,rhythmic,0.638,0.656,5,-5.886,0.0357,0.188,0,0.146,0.225,104.036,False,spotify:track:7wZUrN8oemZfsEd1CGkbXE
5494,Trey Songz,Cant Help But Wait,206413,2008,rhythmic,0.699,0.699,8,-5.564,0.0737,0.358,0,0.0912,0.611,94.977,False,spotify:track:5k3VjTwIsOjQ2woGz3Yx71
5495,Alicia Keys,Like Youll Never See Me Again,315360,2008,rhythmic,0.562,0.658,7,-8.072,0.0314,0.174,0.000285,0.102,0.268,127.81,False,spotify:track:3JHDtmFdX9kdx9wz0md98U
5496,Nelly ,Body On Me,209707,2008,rhythmic,0.574,0.636,7,-7.173,0.325,0.142,0,0.0962,0.781,179.979,False,spotify:track:7hkbknrCTeWR7wEK4X4cvX
