,Artist,Song,Duration(ms),Year,Genre,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,explicit,uri
0,Flo Rida ,Low,231400,2005,pop,0.918,0.609,10,-5.64,0.0791,0.0928,0,0.139,0.304,128.008,False,spotify:track:0CAfXk7DXMnon4gLudAp7J
1,Jesse McCartney,Leavin,216880,2005,pop,0.687,0.71,9,-5.84,0.0522,0.0283,3.71e-06,0.0689,0.886,79.235,False,spotify:track:20ORwCJusz4KS2PbTPVNKo
2,Leona Lewis,Bleeding Love,262467,2005,pop,0.638,0.656,5,-5.886,0.0357,0.188,0,0.146,0.225,104.036,False,spotify:track:7wZUrN8oemZfsEd1CGkbXE
3,Timbaland ,Apologize,184400,2005,pop,0.653,0.604,8,-6.017,0.0278,0.0292,0,0.097,0.101,118.016,False,spotify:track:6ucR4KfvsBFWCMVFDvyKKl
4,Chris Brown,Forever,278573,2005,pop,0.672,0.82,11,-4.456,0.0459,0.0368,0.000188,0.184,0.438,120.005,False,spotify:track:3NZJlJemX3mzjf56MqC5ML
5,Rihanna,Take A Bow,229413,2005,pop,0.697,0.467,9,-7.536,0.0715,0.248,0,0.0941,0.572,82.081,False,spotify:track:3goSVuTt3fDYDP6kRnFwuL
6,Jordin Sparks Duet With Chris Brown,No Air,264547,2005,pop,0.461,0.757,11,-5.01,0.212,0.0494,0,0.0603,0.333,159.997,False,spotify:track:3EXoXwJg7YCKBG0GZbJFqB
7,Alicia Keys,No One,253813,2005,pop,0.644,0.548,1,-5.416,0.0286,0.0209,8.68e-06,0.134,0.166,90.042,False,spotify:track:6IwKcFdiRQZOWeYNhUiWIv
8,Sara Bareilles,Love Song,258827,2005,pop,0.583,0.786,2,-3.142,0.0301,0.0208,0,0.188,0.573,123.052,False,spotify:track:4E6cwWJWZw2zWf7VFbH7wf
9,Chris Brown,With You,252120,2005,pop,0.662,0.693,3,-4.298,0.0698,0.134,0,0.145,0.655,86.009,False,spotify:track:5Lgcn7u07bHuqbOtXkN62u
10,Rihanna,Disturbia,238627,2005,pop,0.707,0.813,11,-4.515,0.0571,0.0863,0,0.168,0.722,124.921,False,spotify:track:2VOomzT6VavJOGBeySqaMc
11,Fergie,Clumsy,240427,2005,pop,0.731,0.563,2,-4.046,0.131,0.191,0.00042,0.296,0.452,184.009,False,spotify:track:50xeLNGKmskmYUSINhqvfa
12,Usher ,Love In This Club,259720,2005,pop,0.573,0.712,0,-5.976,0.0732,0.0572,0,0.167,0.346,140.012,False,spotify:track:5j0McHPthKpOXRr3fBq8M0
13,Ne-Yo,Closer,234360,2005,pop,0.711,0.753,4,-6.461,0.0766,0.028,2.96e-05,0.152,0.588,126.051,False,spotify:track:2XbfY2O2v3xwedUJ0J2kkr
14,Miley Cyrus,See You Again,190453,2005,pop,0.692,0.911,9,-5.098,0.177,0.0149,7.34e-05,0.112,0.801,138.975,False,spotify:track:0G71WvIkF2K6HViJeFvOcM
15,Katy Perry,I Kissed A Girl,179640,2005,pop,0.699,0.76,5,-3.173,0.0677,0.00223,0,0.132,0.696,129.996,False,spotify:track:005lwxGU1tms6HGELIcUv9
16,Natasha Bedingfield,Pocketful Of Sunshine,202907,2005,pop,0.721,0.88,9,-3.896,0.0454,0.191,0,0.0769,0.655,110.021,False,spotify:track:1uigwk5hNV84zRd5YQQRTk
17,Metro Station,Shake It,179947,2005,pop,0.618,0.955,4,-3.836,0.0798,0.00221,3.09e-06,0.486,0.79,150.034,False,spotify:track:5619Ojc6t9evEEs3B7Drhe
18,OneRepublic,Stop And Stare,223853,2005,pop,0.492,0.859,4,-4.274,0.0332,0.0659,0,0.0756,0.251,92.474,False,spotify:track:48s0QHJgmiNsth3WEO6U4M
19,Buckcherry,Sorry,228387,2005,pop,0.54,0.773,2,-3.627,0.0288,0.0315,0,0.176,0.381,130.952,False,spotify:track:0EbnUc05YEKhZRKgbrZWpq
20,Rihanna,Dont Stop The Music,267080,2005,pop,0.835,0.669,6,-5.582,0.0643,0.0336,6.92e-05,0.0535,0.542,122.668,False,spotify:track:0ByMNEPAPpOR5H69DVrTNy
21,Jordin Sparks,Tattoo,233467,2005,pop,0.566,0.766,2,-5.036,0.0399,0.431,0,0.101,0.547,168.005,False,spotify:track:3Ui2jdyxbZQrZohfM0NOgG
22,Ray J ,Sexy Can I,204040,2005,pop,0.575,0.684,1,-6.007,0.325,0.299,0,0.614,0.926,172.155,True,spotify:track:0DdpxWfVvUGgkJv5536tiF
23,Kardinal Offishall ,Dangerous,246053,2005,pop,0.949,0.79,8,-5.957,0.0756,0.00437,0,0.0816,0.807,117.002,True,spotify:track:4NOZ35Dhucr6UlVyLOtktd
24,Leona Lewis,Better In Time,234173,2005,pop,0.584,0.7,6,-4.251,0.0506,0.512,2.43e-05,0.13,0.549,163.953,False,spotify:track:2iXBZ32Fz5VDCLeE0JIdX5
25,Secondhand Serenade,Fall For You,185600,2005,pop,0.387,0.442,0,-7.086,0.0352,0.19,0,0.0788,0.382,169.481,False,spotify:track:7lWF2mVr1KKbVnaT2nSlPo
26,Jordin Sparks,One Step At A Time,205160,2005,pop,0.766,0.692,1,-4.672,0.0289,0.0825,0,0.0384,0.691,102.028,False,spotify:track:5o4W6yWSJD9e9Ea8YC9WjF
27,P!nk,So What,215160,2005,pop,0.534,0.87,11,-3.078,0.0425,0.000329,0,0.241,0.462,126.019,True,spotify:track:0JiY190vktuhSGN6aqJdrt
28,Finger Eleven,Paralyzer,208107,2005,pop,0.644,0.939,11,-3.486,0.0456,0.157,0,0.233,0.861,106.031,False,spotify:track:28IEbk5a7twNTbUEvWslUb
29,Chris Brown ,Kiss Kiss,250667,2005,pop,0.729,0.658,10,-3.386,0.225,0.0506,0,0.0693,0.551,140.043,False,spotify:track:3wKKkGVn7cVSfgPeYYIiXG
30,Sean Kingston,Take You There,236693,2005,pop,0.752,0.921,5,-4.321,0.0696,0.0182,0,0.256,0.634,115.033,False,spotify:track:6AdLyvisRKHLAwARaZMGr6
31,Danity Kane,Damaged,244267,2005,pop,0.774,0.653,8,-5.158,0.05,0.0912,0,0.151,0.818,120.01,False,spotify:track:4yHFxB8kzzeuNvoouR8N0N
32,Lil Wayne ,Lollipop,299333,2005,pop,0.829,0.428,0,-9.469,0.083,0.055,0.00423,0.137,0.448,148.077,True,spotify:track:4P7VFiaZb3xrXoqGwZXC3J
33,Rihanna ,Hate That I Love You,218947,2005,pop,0.637,0.73,5,-5.38,0.0874,0.323,0,0.0981,0.732,93.867,False,spotify:track:7iu0WYLdo4yksKf3seaxzI
34,Taylor Swift,Teardrops On My Guitar,204707,2005,pop,0.626,0.44,10,-6.942,0.0232,0.331,0,0.146,0.259,99.962,False,spotify:track:7snx7w5WZLHovS0xC45ZfP
35,Kid Rock,All Summer Long,297587,2005,pop,0.7,0.864,7,-3.629,0.0283,0.0212,0,0.0956,0.887,102.997,False,spotify:track:5rX6C5QVvvZB7XckETNych
36,Colbie Caillat,Bubbly,196280,2005,pop,0.697,0.474,9,-6.663,0.0351,0.603,0,0.11,0.249,127.907,False,spotify:track:0rFOs9paloAvEtzwDX1Kmc
37,Madonna ,4 Minutes,189693,2005,pop,0.753,0.931,2,-4.922,0.0652,0.00994,0.00696,0.234,0.767,113.029,False,spotify:track:1oHClQEgDmmbcEx12Kc5nZ
38,Katy Perry,Hot N Cold,220227,2005,pop,0.706,0.841,7,-3.956,0.0418,7.95e-05,0,0.0688,0.861,132.032,False,spotify:track:1y4eb6hmAvsqlDOl3fx9kk
39,Colbie Caillat,Realize,244107,2005,pop,0.693,0.594,1,-6.408,0.0325,0.13,0,0.115,0.192,123.932,False,spotify:track:5OGkKx8jP0A5KSULEc6XYZ
40,Flo Rida ,Low,231400,2006,pop,0.918,0.609,10,-5.64,0.0791,0.0928,0,0.139,0.304,128.008,False,spotify:track:0CAfXk7DXMnon4gLudAp7J
41,Jesse McCartney,Leavin,216880,2006,pop,0.687,0.71,9,-5.84,0.0522,0.0283,3.71e-06,0.0689,0.886,79.235,False,spotify:track:20ORwCJusz4KS2PbTPVNKo
42,Leona Lewis,Bleeding Love,262467,2006,pop,0.638,0.656,5,-5.886,0.0357,0.188,0,0.146,0.225,104.036,False,spotify:track:7wZUrN8oemZfsEd1CGkbXE
43,Timbaland ,Apologize,184400,2006,pop,0.653,0.604,8,-6.017,0.0278,0.0292,0,0.097,0.101,118.016,False,spotify:track:6ucR4KfvsBFWCMVFDvyKKl
44,Chris Brown,Forever,278573,2006,pop,0.672,0.82,11,-4.456,0.0459,0.0368,0.000188,0.184,0.438,120.005,False,spotify:track:3NZJlJemX3mzjf56MqC5ML
45,Rihanna,Take A Bow,229413,2006,pop,0.697,0.467,9,-7.536,0.0715,0.248,0,0.0941,0.572,82.081,False,spotify:track:3goSVuTt3fDYDP6kRnFwuL
46,Jordin Sparks Duet With Chris Brown,No Air,264547,2006,pop,0.461,0.757,11,-5.01,0.212,0.0494,0,0.0603,0.333,159.997,False,spotify:track:3EXoXwJg7YCKBG0GZbJFqB
47,Alicia Keys,No One,253813,2006,pop,0.644,0.548,1,-5.416,0.0286,0.0209,8.68e-06,0.134,0.166,90.042,False,spotify:track:6IwKcFdiRQZOWeYNhUiWIv
48,Sara Bareilles,Love Song,258827,2006,pop,0.583,0.786,2,-3.142,0.0301,0.0208,0,0.188,0.573,123.052,False,spotify:track:4E6cwWJWZw2zWf7VFbH7wf
49,Chris Brown,With You,252120,2006,pop,0.662,0.693,3,-4.298,0.0698,0.134,0,0.145,0.655,86.009,False,spotify:track:5Lgcn7u07bHuqbOtXkN62u
50,Rihanna,Disturbia,238627,2006,pop,0.707,0.813,11,-4.515,0.0571,0.0863,0,0.168,0.722,124.921,False,spotify:track:2VOomzT6VavJOGBeySqaMc
51,Fergie,Clumsy,240427,2006,pop,0.731,0.563,2,-4.046,0.131,0.191,0.00042,0.296,0.452,184.009,False,spotify:track:50xeLNGKmskmYUSINhqvfa
52,Usher ,Love In This Club,259720,2006,pop,0.573,0.712,0,-5.976,0.0732,0.0572,0,0.167,0.346,140.012,False,spotify:track:5j0McHPthKpOXRr3fBq8M0
53,Ne-Yo,Closer,234360,2006,pop,0.711,0.753,4,-6.461,0.0766,0.028,2.96e-05,0.152,0.588,126.051,False,spotify:track:2XbfY2O2v3xwedUJ0J2kkr
54,Miley Cyrus,See You Again,190453,2006,pop,0.692,0.911,9,-5.098,0.177,0.0149,7.34e-05,0.112,0.801,138.975,False,spotify:track:0G71WvIkF2K6HViJeFvOcM
55,Katy Perry,I Kissed A Girl,179640,2006,pop,0.699,0.76,5,-3.173,0.0677,0.00223,0,0.132,0.696,129.996,False,spotify:track:005lwxGU1tms6HGELIcUv9
56,Natasha Bedingfield,Pocketful Of Sunshine,202907,2006,pop,0.721,0.88,9,-3.896,0.0454,0.191,0,0.0769,0.655,110.021,False,spotify:track:1uigwk5hNV84zRd5YQQRTk
57,Metro Station,Shake It,179947,2006,pop,0.618,0.955,4,-3.836,0.0798,0.00221,3.09e-06,0.486,0.79,150.034,False,spotify:track:5619Ojc6t9evEEs3B7Drhe
58,OneRepublic,Stop And Stare,223853,2006,pop,0.492,0.859,4,-4.274,0.0332,0.0659,0,0.0756,0.251,92.474,False,spotify:track:48s0QHJgmiNsth3WEO6U4M
59,Buckcherry,Sorry,228387,2006,pop,0.54,0.773,2,-3.627,0.0288,0.0315,0,0.176,0.381,130.952,False,spotify:track:0EbnUc05YEKhZRKgbrZWpq
60,Rihanna,Dont Stop The Music,267080,2006,pop,0.835,0.669,6,-5.582,0.0643,0.0336,6.92e-05,0.0535,0.542,122.668,False,spotify:track:0ByMNEPAPpOR5H69DVrTNy
61,Jordin Sparks,Tattoo,233467,2006,pop,0.566,0.766,2,-5.036,0.0399,0.431,0,0.101,0.547,168.005,False,spotify:track:3Ui2jdyxbZQrZohfM0NOgG
62,Ray J ,Sexy Can I,204040,2006,pop,0.575,0.684,1,-6.007,0.325,0.299,0,0.614,0.926,172.155,True,spotify:track:0DdpxWfVvUGgkJv5536tiF
63,Kardinal Offishall ,Dangerous,246053,2006,pop,0.949,0.79,8,-5.957,0.0756,0.00437,0,0.0816,0.807,117.002,True,spotify:track:4NOZ35Dhucr6UlVyLOtktd
64,Leona Lewis,Better In Time,234173,2006,pop,0.584,0.7,6,-4.251,0.0506,0.512,2.43e-05,0.13,0.549,163.953,False,spotify:track:2iXBZ32Fz5VDCLeE0JIdX5
65,Secondhand Serenade,Fall For You,185600,2006,pop,0.387,0.442,0,-7.086,0.0352,0.19,0,0.0788,0.382,169.481,False,spotify:track:7lWF2mVr1KKbVnaT2nSlPo
66,Jordin Sparks,One Step At A Time,205160,2006,pop,0.766,0.692,1,-4.672,0.0289,0.0825,0,0.0384,0.691,102.028,False,spotify:track:5o4W6yWSJD9e9Ea8YC9WjF
67,P!nk,So What,215160,2006,pop,0.534,0.87,11,-3.078,0.0425,0.000329,0,0.241,0.462,126.019,True,spotify:track:0JiY190vktuhSGN6aqJdrt
68,Finger Eleven,Paralyzer,208107,2006,pop,0.644,0.939,11,-3.486,0.0456,0.157,0,0.233,0.861,106.031,False,spotify:track:28IEbk5a7twNTbUEvWslUb
69,Chris Brown ,Kiss Kiss,250667,2006,pop,0.729,0.658,10,-3.386,0.225,0.0506,0,0.0693,0.551,140.043,False,spotify:track:3wKKkGVn7cVSfgPeYYIiXG
70,Sean Kingston,Take You There,236693,2006,pop,0.752,0.921,5,-4.321,0.0696,0.0182,0,0.256,0.634,115.033,False,spotify:track:6AdLyvisRKHLAwARaZMGr6
71,Danity Kane,Damaged,244267,2006,pop,0.774,0.653,8,-5.158,0.05,0.0912,0,0.151,0.818,120.01,False,spotify:track:4yHFxB8kzzeuNvoouR8N0N
72,Lil Wayne ,Lollipop,299333,2006,pop,0.829,0.428,0,-9.469,0.083,0.055,0.00423,0.137,0.448,148.077,True,spotify:track:4P7VFiaZb3xrXoqGwZXC3J
73,Rihanna ,Hate That I Love You,218947,2006,pop,0.637,0.73,5,-5.38,0.0874,0.323,0,0.0981,0.732,93.867,False,spotify:track:7iu0WYLdo4yksKf3seaxzI
74,Taylor Swift,Teardrops On My Guitar,204707,2006,pop,0.626,0.44,10,-6.942,0.0232,0.331,0,0.146,0.259,99.962,False,spotify:track:7snx7w5WZLHovS0xC45ZfP
75,Kid Rock,All Summer Long,297587,2006,pop,0.7,0.864,7,-3.629,0.0283,0.0212,0,0.0956,0.887,102.997,False,spotify:track:5rX6C5QVvvZB7XckETNych
76,Colbie Caillat,Bubbly,196280,2006,pop,0.697,0.474,9,-6.663,0.0351,0.603,0,0.11,0.249,127.907,False,spotify:track:0rFOs9paloAvEtzwDX1Kmc
77,Madonna ,4 Minutes,189693,2006,pop,0.753,0.931,2,-4.922,0.0652,0.00994,0.00696,0.234,0.767,113.029,False,spotify:track:1oHClQEgDmmbcEx12Kc5nZ
78,Katy Perry,Hot N Cold,220227,2006,pop,0.706,0.841,7,-3.956,0.0418,7.95e-05,0,0.0688,0.861,132.032,False,spotify:track:1y4eb6hmAvsqlDOl3fx9kk
79,Colbie Caillat,Realize,244107,2006,pop,0.693,0.594,1,-6.408,0.0325,0.13,0,0.115,0.192,123.932,False,spotify:track:5OGkKx8jP0A5KSULEc6XYZ
80,Flo Rida ,Low,231400,2007,pop,0.918,0.609,10,-5.64,0.0791,0.0928,0,0.139,0.304,128.008,False,spotify:track:0CAfXk7DXMnon4gLudAp7J
81,Jesse McCartney,Leavin,216880,2007,pop,0.687,0.71,9,-5.84,0.0522,0.0283,3.71e-06,0.0689,0.886,79.235,False,spotify:track:20ORwCJusz4KS2PbTPVNKo
82,Leona Lewis,Bleeding Love,262467,2007,pop,0.638,0.656,5,-5.886,0.0357,0.188,0,0.146,0.225,104.036,False,spotify:track:7wZUrN8oemZfsEd1CGkbXE
83,Timbaland ,Apologize,184400,2007,pop,0.653,0.604,8,-6.017,0.0278,0.0292,0,0.097,0.101,118.016,False,spotify:track:6ucR4KfvsBFWCMVFDvyKKl
84,Chris Brown,Forever,278573,2007,pop,0.672,0.82,11,-4.456,0.0459,0.0368,0.000188,0.184,0.438,120.005,False,spotify:track:3NZJlJemX3mzjf56MqC5ML
85,Rihanna,Take A Bow,229413,2007,pop,0.697,0.467,9,-7.536,0.0715,0.248,0,0.0941,0.572,82.081,False,spotify:track:3goSVuTt3fDYDP6kRnFwuL
86,Jordin Sparks Duet With Chris Brown,No Air,264547,2007,pop,0.461,0.757,11,-5.01,0.212,0.0494,0,0.0603,0.333,159.997,False,spotify:track:3EXoXwJg7YCKBG0GZbJFqB
87,Alicia Keys,No One,253813,2007,pop,0.644,0.548,1,-5.416,0.0286,0.0209,8.68e-06,0.134,0.166,90.042,False,spotify:track:6IwKcFdiRQZOWeYNhUiWIv
88,Sara Bareilles,Love Song,258827,2007,pop,0.583,0.786,2,-3.142,0.0301,0.0208,0,0.188,0.573,123.052,False,spotify:track:4E6cwWJWZw2zWf7VFbH7wf
89,Chris Brown,With You,252120,2007,pop,0.662,0.693,3,-4.298,0.0698,0.134,0,0.145,0.655,86.009,False,spotify:track:5Lgcn7u07bHuqbOtXkN62u
90,Rihanna,Disturbia,238627,2007,pop,0.707,0.813,11,-4.515,0.0571,0.0863,0,0.168,0.722,124.921,False,spotify:track:2VOomzT6VavJOGBeySqaMc
91,Fergie,Clumsy,240427,2007,pop,0.731,0.563,2,-4.046,0.131,0.191,0.00042,0.296,0.452,184.009,False,spotify:track:50xeLNGKmskmYUSINhqvfa
92,Usher ,Love In This Club,259720,2007,pop,0.573,0.712,0,-5.976,0.0732,0.0572,0,0.167,0.346,140.012,False,spotify:track:5j0McHPthKpOXRr3fBq8M0
93,Ne-Yo,Closer,234360,2007,pop,0.711,0.753,4,-6.461,0.0766,0.028,2.96e-05,0.152,0.588,126.051,False,spotify:track:2XbfY2O2v3xwedUJ0J2kkr
94,Miley Cyrus,See You Again,190453,2007,pop,0.692,0.911,9,-5.098,0.177,0.0149,7.34e-05,0.112,0.801,138.975,False,spotify:track:0G71WvIkF2K6HViJeFvOcM
95,Katy Perry,I Kissed A Girl,179640,2007,pop,0.699,0.76,5,-3.173,0.0677,0.00223,0,0.132,0.696,129.996,False,spotify:track:005lwxGU1tms6HGELIcUv9
96,Natasha Bedingfield,Pocketful Of Sunshine,202907,2007,pop,0.721,0.88,9,-3.896,0.0454,0.191,0,0.0769,0.655,110.021,False,spotify:track:1uigwk5hNV84zRd5YQQRTk
97,Metro Station,Shake It,179947,2007,pop,0.618,0.955,4,-3.836,0.0798,0.00221,3.09e-06,0.486,0.79,150.034,False,spotify:track:5619Ojc6t9evEEs3B7Drhe
98,OneRepublic,Stop And Stare,223853,2007,pop,0.492,0.859,4,-4.274,0.0332,0.0659,0,0.0756,0.251,92.474,False,spotify:track:48s0QHJgmiNsth3WEO6U4M
99,Buckcherry,Sorry,228387,2007,pop,0.54,0.773,2,-3.627,0.0288,0.0315,0,0.176,0.381,130.952,False,spotify:track:0EbnUc05YEKhZRKgbrZWpq
100,Rihanna,Dont Stop The Music,267080,2007,pop,0.835,0.669,6,-5.582,0.0643,0.0336,6.92e-05,0.0535,0.542,122.668,False,spotify:track:0ByMNEPAPpOR5H69DVrTNy
101,Jordin Sparks,Tattoo,233467,2007,pop,0.566,0.766,2,-5.036,0.0399,0.431,0,0.101,0.547,168.005,False,spotify:track:3Ui2jdyxbZQrZohfM0NOgG
102,Ray J ,Sexy Can I,204040,2007,pop,0.575,0.684,1,-6.007,0.325,0.299,0,0.614,0.926,172.155,True,spotify:track:0DdpxWfVvUGgkJv5536tiF
103,Kardinal Offishall ,Dangerous,246053,2007,pop,0.949,0.79,8,-5.957,0.0756,0.00437,0,0.0816,0.807,117.002,True,spotify:track:4NOZ35Dhucr6UlVyLOtktd
104,Leona Lewis,Better In Time,234173,2007,pop,0.584,0.7,6,-4.251,0.0506,0.512,2.43e-05,0.13,0.549,163.953,False,spotify:track:2iXBZ32Fz5VDCLeE0JIdX5
105,Secondhand Serenade,Fall For You,185600,2007,pop,0.387,0.442,0,-7.086,0.0352,0.19,0,0.0788,0.382,169.481,False,spotify:track:7lWF2mVr1KKbVnaT2nSlPo
106,Jordin Sparks,One Step At A Time,205160,2007,pop,0.766,0.692,1,-4.672,0.0289,0.0825,0,0.0384,0.691,102.028,False,spotify:track:5o4W6yWSJD9e9Ea8YC9WjF
107,P!nk,So What,215160,2007,pop,0.534,0.87,11,-3.078,0.0425,0.000329,0,0.241,0.462,126.019,True,spotify:track:0JiY190vktuhSGN6aqJdrt
108,Finger Eleven,Paralyzer,208107,2007,pop,0.644,0.939,11,-3.486,0.0456,0.157,0,0.233,0.861,106.031,False,spotify:track:28IEbk5a7twNTbUEvWslUb
109,Chris Brown ,Kiss Kiss,250667,2007,pop,0.729,0.658,10,-3.386,0.225,0.0506,0,0.0693,0.551,140.043,False,spotify:track:3wKKkGVn7cVSfgPeYYIiXG
110,Sean Kingston,Take You There,236693,2007,pop,0.752,0.921,5,-4.321,0.0696,0.0182,0,0.256,0.634,115.033,False,spotify:track:6AdLyvisRKHLAwARaZMGr6
111,Danity Kane,Damaged,244267,2007,pop,0.774,0.653,8,-5.158,0.05,0.0912,0,0.151,0.818,120.01,False,spotify:track:4yHFxB8kzzeuNvoouR8N0N
112,Lil Wayne ,Lollipop,299333,2007,pop,0.829,0.428,0,-9.469,0.083,0.055,0.00423,0.137,0.448,148.077,True,spotify:track:4P7VFiaZb3xrXoqGwZXC3J
113,Rihanna ,Hate That I Love You,218947,2007,pop,0.637,0.73,5,-5.38,0.0874,0.323,0,0.0981,0.732,93.867,False,spotify:track:7iu0WYLdo4yksKf3seaxzI
114,Taylor Swift,Teardrops On My Guitar,204707,2007,pop,0.626,0.44,10,-6.942,0.0232,0.331,0,0.146,0.259,99.962,False,spotify:track:7snx7w5WZLHovS0xC45ZfP
115,Kid Rock,All Summer Long,297587,2007,pop,0.7,0.864,7,-3.629,0.0283,0.0212,0,0.0956,0.887,102.997,False,spotify:track:5rX6C5QVvvZB7XckETNych
116,Colbie Caillat,Bubbly,196280,2007,pop,0.697,0.474,9,-6.663,0.0351,0.603,0,0.11,0.249,127.907,False,spotify:track:0rFOs9paloAvEtzwDX1Kmc
117,Madonna ,4 Minutes,189693,2007,pop,0.753,0.931,2,-4.922,0.0652,0.00994,0.00696,0.234,0.767,113.029,False,spotify:track:1oHClQEgDmmbcEx12Kc5nZ
118,Katy Perry,Hot N Cold,220227,2007,pop,0.706,0.841,7,-3.956,0.0418,7.95e-05,0,0.0688,0.861,132.032,False,spotify:track:1y4eb6hmAvsqlDOl3fx9kk
119,Colbie Caillat,Realize,244107,2007,pop,0.693,0.594,1,-6.408,0.0325,0.13,0,0.115,0.192,123.932,False,spotify:track:5OGkKx8jP0A5KSULEc6XYZ
120,Flo Rida ,Low,231400,2008,pop,0.918,0.609,10,-5.64,0.0791,0.0928,0,0.139,0.304,128.008,False,spotify:track:0CAfXk7DXMnon4gLudAp7J
121,Jesse McCartney,Leavin,216880,2008,pop,0.687,0.71,9,-5.84,0.0522,0.0283,3.71e-06,0.0689,0.886,79.235,False,spotify:track:20ORwCJusz4KS2PbTPVNKo
122,Leona Lewis,Bleeding Love,262467,2008,pop,0.638,0.656,5,-5.886,0.0357,0.188,0,0.146,0.225,104.036,False,spotify:track:7wZUrN8oemZfsEd1CGkbXE
123,Timbaland ,Apologize,184400,2008,pop,0.653,0.604,8,-6.017,0.0278,0.0292,0,0.097,0.101,118.016,False,spotify:track:6ucR4KfvsBFWCMVFDvyKKl
124,Chris Brown,Forever,278573,2008,pop,0.672,0.82,11,-4.456,0.0459,0.0368,0.000188,0.184,0.438,120.005,False,spotify:track:3NZJlJemX3mzjf56MqC5ML
125,Rihanna,Take A Bow,229413,2008,pop,0.697,0.467,9,-7.536,0.0715,0.248,0,0.0941,0.572,82.081,False,spotify:track:3goSVuTt3fDYDP6kRnFwuL
126,Jordin Sparks Duet With Chris Brown,No Air,264547,2008,pop,0.461,0.757,11,-5.01,0.212,0.0494,0,0.0603,0.333,159.997,False,spotify:track:3EXoXwJg7YCKBG0GZbJFqB
127,Alicia Keys,No One,253813,2008,pop,0.644,0.548,1,-5.416,0.0286,0.0209,8.68e-06,0.134,0.166,90.042,False,spotify:track:6IwKcFdiRQZOWeYNhUiWIv
128,Sara Bareilles,Love Song,258827,2008,pop,0.583,0.786,2,-3.142,0.0301,0.0208,0,0.188,0.573,123.052,False,spotify:track:4E6cwWJWZw2zWf7VFbH7wf
129,Chris Brown,With You,252120,2008,pop,0.662,0.693,3,-4.298,0.0698,0.134,0,0.145,0.655,86.009,False,spotify:track:5Lgcn7u07bHuqbOtXkN62u
130,Rihanna,Disturbia,238627,2008,pop,0.707,0.813,11,-4.515,0.0571,0.0863,0,0.168,0.722,124.921,False,spotify:track:2VOomzT6VavJOGBeySqaMc
131,Fergie,Clumsy,240427,2008,pop,0.731,0.563,2,-4.046,0.131,0.191,0.00042,0.296,0.452,184.009,False,spotify:track:50xeLNGKmskmYUSINhqvfa
132,Usher ,Love In This Club,259720,2008,pop,0.573,0.712,0,-5.976,0.0732,0.0572,0,0.167,0.346,140.012,False,spotify:track:5j0McHPthKpOXRr3fBq8M0
133,Ne-Yo,Closer,234360,2008,pop,0.711,0.753,4,-6.461,0.0766,0.028,2.96e-05,0.152,0.588,126.051,False,spotify:track:2XbfY2O2v3xwedUJ0J2kkr
134,Miley Cyrus,See You Again,190453,2008,pop,0.692,0.911,9,-5.098,0.177,0.0149,7.34e-05,0.112,0.801,138.975,False,spotify:track:0G71WvIkF2K6HViJeFvOcM
135,Katy Perry,I Kissed A Girl,179640,2008,pop,0.699,0.76,5,-3.173,0.0677,0.00223,0,0.132,0.696,129.996,False,spotify:track:005lwxGU1tms6HGELIcUv9
136,Natasha Bedingfield,Pocketful Of Sunshine,202907,2008,pop,0.721,0.88,9,-3.896,0.0454,0.191,0,0.0769,0.655,110.021,False,spotify:track:1uigwk5hNV84zRd5YQQRTk
137,Metro Station,Shake It,179947,2008,pop,0.618,0.955,4,-3.836,0.0798,0.00221,3.09e-06,0.486,0.79,150.034,False,spotify:track:5619Ojc6t9evEEs3B7Drhe
138,OneRepublic,Stop And Stare,223853,2008,pop,0.492,0.859,4,-4.274,0.0332,0.0659,0,0.0756,0.251,92.474,False,spotify:track:48s0QHJgmiNsth3WEO6U4M
139,Buckcherry,Sorry,228387,2008,pop,0.54,0.773,2,-3.627,0.0288,0.0315,0,0.176,0.381,130.952,False,spotify:track:0EbnUc05YEKhZRKgbrZWpq
140,Rihanna,Dont Stop The Music,267080,2008,pop,0.835,0.669,6,-5.582,0.0643,0.0336,6.92e-05,0.0535,0.542,122.668,False,spotify:track:0ByMNEPAPpOR5H69DVrTNy
141,Jordin Sparks,Tattoo,233467,2008,pop,0.566,0.766,2,-5.036,0.0399,0.431,0,0.101,0.547,168.005,False,spotify:track:3Ui2jdyxbZQrZohfM0NOgG
142,Ray J ,Sexy Can I,204040,2008,pop,0.575,0.684,1,-6.007,0.325,0.299,0,0.614,0.926,172.155,True,spotify:track:0DdpxWfVvUGgkJv5536tiF
143,Kardinal Offishall ,Dangerous,246053,2008,pop,0.949,0.79,8,-5.957,0.0756,0.00437,0,0.0816,0.807,117.002,True,spotify:track:4NOZ35Dhucr6UlVyLOtktd
144,Leona Lewis,Better In Time,234173,2008,pop,0.584,0.7,6,-4.251,0.0506,0.512,2.43e-05,0.13,0.549,163.953,False,spotify:track:2iXBZ32Fz5VDCLeE0JIdX5
145,Secondhand Serenade,Fall For You,185600,2008,pop,0.387,0.442,0,-7.086,0.0352,0.19,0,0.0788,0.382,169.481,False,spotify:track:7lWF2mVr1KKbVnaT2nSlPo
