,Artist,Song,Duration(ms),Year,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri
345,Ne-Yo,Miss Independent,232000,2008,0.673,0.683,1,-5.693,0.115,0.522,0.0,0.235,0.713,171.86,spotify:track:34ceTg8ChN5HjrqiIYCn9Q
346,Secondhand Serenade,Fall For You,185600,2008,0.387,0.442,0,-7.086,0.0352,0.19,0.0,0.0788,0.382,169.481,spotify:track:7lWF2mVr1KKbVnaT2nSlPo
347,Flo Rida ,In The Ayer,220507,2008,0.83,0.746,5,-6.286,0.0579,0.00456,0.0,0.26,0.646,125.992,spotify:track:6RpiAj9Ofv0Uqp6n2OuRoh
348,John Mayer,Say,230213,2008,0.485,0.723,10,-6.565,0.0317,0.541,1.12e-06,0.075,0.541,167.845,spotify:track:6wZI4mdT8JwXgkGURnBQiq
349,Jordin Sparks,One Step At A Time,205160,2008,0.766,0.692,1,-4.672,0.0289,0.0825,0.0,0.0384,0.691,102.028,spotify:track:5o4W6yWSJD9e9Ea8YC9WjF
350,Rihanna ,Hate That I Love You,218947,2008,0.637,0.73,5,-5.38,0.0874,0.323,0.0,0.0981,0.732,93.867,spotify:track:7iu0WYLdo4yksKf3seaxzI
351,Lupe Fiasco ,Superstar,289000,2008,0.572,0.822,11,-6.015,0.361,0.207,0.0,0.359,0.472,94.812,spotify:track:7dltD9eEX7X1zk8JJ9BS0e
352,J. Holiday,Suffocate,220053,2008,0.458,0.445,9,-8.391,0.361,0.64,0.0,0.118,0.447,82.82,spotify:track:3nJjIYchBNkYm7B8XfJf5N
353,Kevin Rudolf ,Let It Rock,231173,2008,0.607,0.784,7,-4.41,0.0397,0.000684,0.0,0.0678,0.442,113.172,spotify:track:6TrNRd98WksT9Kkmx9uj6R
354,David Banner ,Get Like Me,224547,2008,0.823,0.753,1,-4.199,0.476,0.00323,0.0,0.228,0.656,117.281,spotify:track:2IBF9lQ9lgVai8LkskI5L7
355,Colbie Caillat,Realize,244107,2008,0.693,0.594,1,-6.408,0.0325,0.13,0.0,0.115,0.192,123.932,spotify:track:5OGkKx8jP0A5KSULEc6XYZ
356,Young Jeezy ,Put On,257267,2008,0.801,0.536,11,-10.933,0.32,0.273,0.0,0.121,0.573,168.538,spotify:track:55393H9JXqdX1gTo0N3G7H
357,David Cook,The Time Of My Life,216147,2008,0.414,0.578,8,-6.383,0.0287,0.0541,0.0,0.124,0.281,154.96,spotify:track:6avyV3xlz2UFeiAUZ0SqyT
358,Three 6 Mafia ,Lolli Lolli ,251373,2008,0.89,0.946,2,-5.673,0.0489,0.0188,0.000128,0.11,0.872,120.0,spotify:track:4xWMTkwknjh8FzxNrkwLl6
359,Baby Bash ,Cyclone,222053,2008,0.644,0.725,11,-4.622,0.0701,0.0112,0.0,0.146,0.584,77.977,spotify:track:0x1LCpY9Rgeq97VPajm81B
360,Natasha Bedingfield ,Love Like This,222293,2008,0.781,0.791,7,-3.903,0.0468,0.145,0.0,0.127,0.902,76.998,spotify:track:49ppqF73rOz5Nyt1paRxIF
361,Jonas Brothers,Burnin Up,175093,2008,0.667,0.954,2,-3.462,0.0817,0.0296,0.0,0.331,0.807,114.0,spotify:track:2VEsmoek0sol9MnJFyoG9e
362,Kanye West,Love Lockdown,270307,2008,0.76,0.524,1,-7.67,0.0323,0.0542,0.5,0.112,0.112,119.603,spotify:track:1kxeWHF9PrCVZHvVskv8lg
363,The-Dream,I Luv Your Girl,267867,2008,0.723,0.322,8,-9.702,0.0341,0.014,0.0,0.119,0.0406,90.063,spotify:track:3wkNK8tJZ2stygNJm8RCRD
364,David Archuleta,Crush,213520,2008,0.57,0.664,0,-4.718,0.0322,0.00836,1.2e-05,0.0719,0.487,162.084,spotify:track:4wCD0qOFNRu1Q6O3N6ycm4
365,Plies ,Hypnotized,188493,2008,0.84,0.571,10,-7.421,0.0797,0.16,0.0,0.406,0.617,116.59,spotify:track:3LN41NUdHkyNqQhi9gExMm
366,Fergie,Big Girls Dont Cry,268120,2008,0.708,0.641,7,-4.296,0.0336,0.205,0.0,0.0945,0.253,113.082,spotify:track:3Q4WeJmzxuDpzMu9QjQqbM
367,Kanye West ,Good Life,207000,2008,0.439,0.808,1,-6.881,0.346,0.00305,0.0,0.439,0.487,82.962,spotify:track:14blxrgE0VWAgv5aF2wWmx
368,Britney Spears,Womanizer,224400,2008,0.724,0.695,11,-5.226,0.0622,0.073,0.0,0.0889,0.235,139.0,spotify:track:4fixebDZAVToLbUCuEloa2
369,Taylor Swift,Love Story,235267,2008,0.618,0.741,2,-3.95,0.031,0.17,0.0,0.0822,0.296,118.984,spotify:track:1vrd6UOGamcKNGnSHJQlSt
370,Mary J. Blige,Just Fine,242133,2008,0.923,0.795,11,-3.61,0.117,0.0394,0.000565,0.101,0.588,123.022,spotify:track:33vzOPcd9FRirYGlCu32x4
371,Britney Spears,Piece Of Me,212107,2008,0.769,0.638,11,-5.054,0.216,0.0902,0.0,0.0857,0.782,115.007,spotify:track:2EvwLVrnYbCZEG6Kx5DCRy
372,Rick Ross ,The Boss,225653,2008,0.431,0.842,7,-4.072,0.357,0.00876,0.0,0.309,0.61,83.66,spotify:track:3n5qF6aprwEIjHWuH5jECM
373,Kid Rock,All Summer Long,297587,2008,0.7,0.864,7,-3.629,0.0283,0.0212,0.0,0.0956,0.887,102.997,spotify:track:5rX6C5QVvvZB7XckETNych
374,Trey Songz,Cant Help But Wait,206413,2008,0.699,0.699,8,-5.564,0.0737,0.358,0.0,0.0912,0.611,94.977,spotify:track:5k3VjTwIsOjQ2woGz3Yx71
375,Gavin DeGraw,In Love With A Girl,206000,2008,0.439,0.906,3,-4.8,0.0439,0.0193,0.0,0.373,0.687,161.905,spotify:track:3zcmWxxUA7Em7X3IBqZGUo
376,The Game ,My Life,320893,2008,0.673,0.766,11,-5.018,0.349,0.0724,0.0,0.0563,0.382,148.113,spotify:track:4GXH9A6fzuE0MNtqtzjhLg
377,Keyshia Cole,I Remember,260093,2008,0.422,0.736,5,-4.426,0.049,0.203,0.0,0.102,0.303,129.278,spotify:track:1dObJGQUgJ7tWxJ0byON6W
378,Kanye West ,Flashing Lights,237507,2008,0.639,0.628,6,-7.578,0.0399,0.0381,0.0,0.386,0.43,90.482,spotify:track:31I3Rt1bPa2LrE74DdNizO
379,Lil Wayne ,Mrs. Officer,286907,2008,0.92,0.553,6,-5.068,0.189,0.237,0.0,0.0767,0.947,112.021,spotify:track:0EHR9OObFtjlhQB8wSt1m7
380,Miley Cyrus,7 Things,213453,2008,0.59,0.903,1,-4.478,0.0363,0.0232,0.0,0.0786,0.542,107.023,spotify:track:5ecZWU5uQOiCVSnPxBZNmT
381,Trace Adkins,Youre Gonna Miss This,224960,2008,0.5,0.665,8,-7.157,0.0355,0.0237,6.41e-05,0.0994,0.32,154.997,spotify:track:68Q1r5zDnnYaHkh80yal4A
382,Gavin Rossdale,Love Remains The Same,249440,2008,0.406,0.632,4,-5.115,0.0344,0.236,0.0,0.18,0.109,149.258,spotify:track:4dOXc4Suk5eig0jiCqCN5Y
383,Daughtry,Feels Like Tonight,238701,2008,0.483,0.907,6,-3.166,0.045,0.000822,0.0,0.117,0.352,130.984,spotify:track:2tVCFmn2zKg2wGXS1TCIIA
384,Timbaland ,The Way I Are,179120,2008,0.731,0.807,3,-6.492,0.1,0.181,0.751,0.319,0.765,114.759,spotify:track:2bLqfJjuC5syrsgDsZfGmn
385,Saving Abel,Addicted,222827,2008,0.512,0.865,7,-4.146,0.0338,0.000821,0.0,0.0982,0.529,138.017,spotify:track:3pxCXv0NACYfYnLjFcQW5D
386,Santana ,Into The Night,222440,2008,0.595,0.844,7,-4.678,0.0331,0.0137,0.0,0.234,0.603,127.981,spotify:track:5Hv1QAbRWrUSUHaT0CmnMS
387,Keyshia Cole,Heaven Sent,232880,2008,0.642,0.742,2,-3.614,0.0429,0.0832,0.0,0.0887,0.407,78.858,spotify:track:2E90KUsor4U2abOJGFKtfx
388,2 Pistols ,She Got It,274053,2008,0.517,0.747,10,-6.191,0.105,0.00431,0.0,0.345,0.271,134.062,spotify:track:11WuptzKtcVfPMYaf5aook
389,The Black Eyed Peas,Boom Boom Pow,251440,2009,0.867,0.857,9,-5.892,0.0663,0.13,0.00171,0.13,0.402,130.048,spotify:track:7xRNsqOQOgWbHV1nbXnfXN
390,Lady Gaga,Poker Face,237200,2009,0.851,0.806,4,-4.618,0.0786,0.12,1.33e-06,0.121,0.776,119.001,spotify:track:0WfKDYeUAoLA3vdvLKKWMW
391,Lady Gaga ,Just Dance,241933,2009,0.822,0.737,1,-4.542,0.0314,0.0261,4.19e-05,0.18,0.753,118.994,spotify:track:6HkjpGIOHv4y0IBAxUbE5z
392,The Black Eyed Peas,I Gotta Feeling,289133,2009,0.743,0.766,0,-6.375,0.0265,0.0873,0.0,0.509,0.61,127.96,spotify:track:4vp2J1l5RD4gMZwGFLfRAu
393,Taylor Swift,Love Story,235267,2009,0.618,0.741,2,-3.95,0.031,0.17,0.0,0.0822,0.296,118.984,spotify:track:1vrd6UOGamcKNGnSHJQlSt
394,Flo Rida,Right Round,204640,2009,0.72,0.672,7,-6.852,0.0551,0.009,0.0,0.232,0.705,124.986,spotify:track:3GpbwCm3YxiWDvy29Uo3vP
395,Jason Mraz,Im Yours,242187,2009,0.686,0.457,11,-8.322,0.0468,0.595,0.0,0.105,0.718,150.953,spotify:track:1EzrEOXmMH3G43AXT1y7pA
396,Beyonce,Single Ladies ,193213,2009,0.426,0.584,1,-5.293,0.296,0.0383,0.0,0.188,0.272,193.437,spotify:track:5R9a4t5t5O0IsznsrKPVro
397,Kanye West,Heartless,211000,2009,0.79,0.647,10,-5.983,0.136,0.0515,0.0,0.248,0.654,87.999,spotify:track:4EWCNWgDS8707fNSZ1oaA5
398,The All-American Rejects,Gives You Hell,213107,2009,0.718,0.691,4,-6.44,0.0387,0.0159,0.0,0.0627,0.552,100.008,spotify:track:6ihL9TjfRjadfEePzXXyVF
399,Taylor Swift,You Belong With Me,231133,2009,0.687,0.783,6,-4.44,0.0386,0.162,1.35e-05,0.114,0.443,129.964,spotify:track:3GCL1PydwsLodcpv0Ll1ch
400,T.I. ,Dead And Gone,299747,2009,0.713,0.746,0,-4.99,0.259,0.0402,0.0,0.601,0.47,135.021,spotify:track:7IhsLJMqdxoo7YAZjaSMru
401,The Fray,You Found Me,241853,2009,0.338,0.803,8,-5.412,0.0413,0.0187,0.0,0.136,0.4,151.994,spotify:track:4IoYz8XqqdowINzfRrFnhi
402,Kings Of Leon,Use Somebody,230760,2009,0.276,0.715,0,-5.356,0.0432,0.00552,0.000417,0.201,0.173,137.028,spotify:track:5VGlqQANWDKJFl0MBG3sg2
403,Keri Hilson ,Knock You Down,326187,2009,0.588,0.877,8,-4.78,0.16,0.00952,0.0,0.171,0.645,155.165,spotify:track:58FUwmyGUqkt53YPUcm7cJ
404,Jamie Foxx ,Blame It,289747,2009,0.673,0.614,7,-5.426,0.103,0.0782,0.0,0.139,0.362,176.052,spotify:track:08uGhvS5MfBk7crUCpnjva
405,Pitbull,I Know You Want Me ,237120,2009,0.817,0.733,2,-6.009,0.145,0.0152,4.31e-05,0.107,0.833,127.056,spotify:track:13plQdOoWSSXPRUSZc5FuM
406,T.I. ,Live Your Life,338853,2009,0.375,0.862,11,-3.363,0.255,0.071,0.0,0.211,0.478,159.841,spotify:track:3jlbL2OTD5YmIunYzgQTAN
407,Soulja Boy Tell em ,Kiss Me Thru The Phone,193387,2009,0.758,0.712,7,-3.781,0.112,0.0185,0.0,0.0677,0.795,149.998,spotify:track:2q4rjDy9WhaN3o9MvDbO21
408,Jay Sean ,Down,212107,2009,0.657,0.695,2,-4.493,0.0321,0.0108,0.0,0.0822,0.683,65.997,spotify:track:7LP4Es66zdY7CyjepqmvAg
409,Miley Cyrus,The Climb,236067,2009,0.327,0.588,4,-6.611,0.0336,0.0834,0.0,0.104,0.329,161.074,spotify:track:0V8FYVlBFuXXTIvRnMbZyS
410,Drake,Best I Ever Had,258760,2009,0.431,0.894,5,-2.673,0.33,0.0951,0.0,0.188,0.604,162.193,spotify:track:1GxHeBvQ9935Dd3cSfsfBa
411,Kelly Clarkson,My Life Would Suck Without You,211493,2009,0.526,0.882,9,-4.006,0.0509,0.0014,0.0,0.144,0.424,144.982,spotify:track:4Dm32oO01YpIubCHaAtKkN
412,Beyonce,Halo,261640,2009,0.508,0.72,11,-5.908,0.0628,0.272,0.0,0.0563,0.472,79.983,spotify:track:4JehYebiI9JE8sR8MisGVb
413,Katy Perry,Hot N Cold,220227,2009,0.706,0.841,7,-3.956,0.0418,7.95e-05,0.0,0.0688,0.861,132.032,spotify:track:1y4eb6hmAvsqlDOl3fx9kk
414,Shinedown,Second Chance,222067,2009,0.46,0.796,0,-4.501,0.0333,0.00107,0.0,0.106,0.182,100.011,spotify:track:0CwYG1UnRmOx8Q1EzElCIL
415,Britney Spears,Circus,192360,2009,0.791,0.733,6,-5.215,0.052,0.147,0.000381,0.0713,0.761,114.98,spotify:track:7jk7gqyEonmVVYahZN5zhW
416,Kid Cudi,Day N Nite,221267,2009,0.871,0.44,11,-6.25,0.0761,0.499,4.15e-06,0.114,0.799,137.996,spotify:track:5FEXPoPnzueFJQCPRIrC3c
417,Miley Cyrus,Party In The U.S.A.,202067,2009,0.652,0.698,10,-4.667,0.042,0.00112,0.000115,0.0886,0.47,96.021,spotify:track:5Q0Nhxo0l2bP3pNjpGJwV1
418,3OH!3,Dont Trust Me,194613,2009,0.757,0.629,7,-5.582,0.125,0.018,0.0,0.339,0.711,129.946,spotify:track:3bsDo5vjjJI7O8VuytGIrc
419,Kevin Rudolf ,Let It Rock,231173,2009,0.607,0.784,7,-4.41,0.0397,0.000684,0.0,0.0678,0.442,113.172,spotify:track:6TrNRd98WksT9Kkmx9uj6R
420,Sean Kingston,Fire Burning,239987,2009,0.839,0.804,1,-2.513,0.0329,0.0192,0.0,0.331,0.888,122.973,spotify:track:2oENJa1T33GJ0w8dC167G4
421,Jason Derulo,Whatcha Say,221253,2009,0.615,0.711,11,-5.507,0.0779,0.0444,0.0,0.145,0.711,144.036,spotify:track:67T6l4q3zVjC5nZZPXByU8
422,Lady Gaga,LoveGame,216333,2009,0.894,0.677,6,-5.618,0.0548,0.00562,2.63e-06,0.31,0.857,105.029,spotify:track:5c0Wgs68kjgViFCVDGLB2I
423,Katy Perry,Waking Up In Vegas,199187,2009,0.524,0.878,5,-3.108,0.0346,0.0012,0.0,0.098,0.59,130.989,spotify:track:6fvxos1qSHrIgOkKw4dhWS
424,Jeremih,Birthday Sex,226507,2009,0.677,0.523,7,-5.603,0.0439,0.295,0.0,0.151,0.446,60.02,spotify:track:4NpDZPwSXmL0cCTaJuVrCw
425,P!nk,Sober,251533,2009,0.612,0.797,6,-4.896,0.0315,0.0626,0.0,0.187,0.373,90.95,spotify:track:733ncRLzZQT5UtSPg1QmPc
426,Britney Spears,Womanizer,224400,2009,0.724,0.695,11,-5.226,0.0622,0.073,0.0,0.0889,0.235,139.0,spotify:track:4fixebDZAVToLbUCuEloa2
427,T.I.,Whatever You Like,249533,2009,0.68,0.687,9,-6.162,0.0709,0.0161,0.0,0.261,0.467,150.053,spotify:track:1IAzD1muglOxOcPbUHs70R
428,Mariah Carey,Obsessed,242200,2009,0.742,0.468,10,-5.557,0.0625,0.0465,0.0,0.826,0.369,86.443,spotify:track:3IcIIZMMS7UArJJPtEHXG8
429,Ne-Yo,Mad,254533,2009,0.727,0.649,0,-5.356,0.0338,0.661,0.0,0.111,0.669,129.992,spotify:track:6Hn9Uc1mMNfqChXU3txNke
430,Cobra Starship ,Good Girls Go Bad,196413,2009,0.594,0.874,0,-3.716,0.0815,0.0116,0.0,0.549,0.628,119.964,spotify:track:7kMfu3KUydmrFVGEAhjtyl
431,Kanye West,Love Lockdown,270307,2009,0.76,0.524,1,-7.67,0.0323,0.0542,0.5,0.112,0.112,119.603,spotify:track:1kxeWHF9PrCVZHvVskv8lg
432,P!nk,So What,215160,2009,0.534,0.87,11,-3.078,0.0425,0.000329,0.0,0.241,0.462,126.019,spotify:track:0JiY190vktuhSGN6aqJdrt
433,Pitbull,Hotel Room Service,237640,2009,0.851,0.629,1,-8.385,0.175,0.00705,0.000372,0.0746,0.789,125.984,spotify:track:6Rb0ptOEjBjPPQUlQtQGbL
434,"Eminem, Dr. Dre ",Crack A Bottle,297520,2009,0.516,0.874,9,-2.571,0.186,0.0864,0.0,0.173,0.391,169.561,spotify:track:4dK00wCxlqWEeN8BoM1BHT
435,Beyonce,If I Were A Boy,249147,2009,0.632,0.518,6,-6.126,0.0313,0.107,0.0,0.354,0.427,90.007,spotify:track:26NX1wPt1TRCH536yocd6i
436,Keri Hilson ,Turnin Me On,247800,2009,0.675,0.602,1,-4.688,0.0596,0.0034,1.28e-05,0.199,0.092,159.994,spotify:track:1jEtDqwYCKpR0mlrMrrITx
437,The Pussycat Dolls,I Hate This Part,218400,2009,0.756,0.612,5,-4.371,0.0317,0.0659,0.0,0.274,0.452,111.572,spotify:track:3tSuRiNgJmMqmYR23dCqnR
438,Nickelback,Gotta Be Somebody,252653,2009,0.536,0.89,0,-5.222,0.0601,0.000354,0.00165,0.133,0.205,115.998,spotify:track:06T10fEzN8ZCcqzQZYA184
439,P!nk,Please Dont Leave Me,231560,2009,0.589,0.845,6,-4.497,0.0378,0.00883,0.0,0.326,0.746,138.026,spotify:track:2gnZad0pb6QtUqMLTj2AjI
440,Lady Gaga,Paparazzi,208307,2009,0.763,0.693,5,-3.973,0.0438,0.111,0.0,0.101,0.399,114.912,spotify:track:16Me2jlMlTX4xsps2j71mC
441,Akon ,Beautiful,312987,2009,0.743,0.948,0,-4.445,0.0893,0.122,0.0,0.112,0.614,130.024,spotify:track:7rv0UuxMX7CpUUwEE1jVrd
442,Coldplay,Viva La Vida,242373,2009,0.485,0.619,5,-7.115,0.0289,0.0941,3.31e-06,0.109,0.416,138.017,spotify:track:1mea3bSkSGXuIRvnydlB5b
443,Akon,Right Now ,240747,2009,0.832,0.87,8,-4.2,0.167,0.267,0.0,0.412,0.566,138.003,spotify:track:1ARJhjuI6TNYZCxYygFQ4F
444,Jordin Sparks,Battlefield,241348,2009,0.613,0.634,2,-3.472,0.0339,0.0178,0.0,0.0719,0.37,144.953,spotify:track:1Nme6K1PYAh7p7uygyuRdf
445,Flo Rida ,Sugar,252933,2009,0.738,0.868,1,-4.15,0.0348,0.0371,0.0,0.294,0.199,130.003,spotify:track:4shgvM4ClrZeDiflNJwlGd
446,Ne-Yo,Miss Independent,232000,2009,0.673,0.683,1,-5.693,0.115,0.522,0.0,0.235,0.713,171.86,spotify:track:34ceTg8ChN5HjrqiIYCn9Q
447,Owl City,Fireflies,228347,2009,0.513,0.661,3,-6.8,0.0439,0.0274,0.0,0.118,0.461,180.118,spotify:track:3DamFFqW32WihKkTVlwTYQ
448,Linkin Park,New Divide,268613,2009,0.493,0.808,5,-3.365,0.0362,0.000235,0.0,0.0983,0.38,117.971,spotify:track:6Wx88Mv6b9ofjKMKkdwOJd
449,Daughtry,No Surprise,270640,2009,0.508,0.823,3,-3.711,0.031,0.00741,0.0,0.104,0.152,95.98,spotify:track:6q4XLE5WeOBWftoc9gTl2P
450,Shakira,She Wolf,188867,2009,0.865,0.69,7,-7.448,0.0444,0.289,0.0138,0.225,0.868,121.983,spotify:track:4cS2HQ6jK80vqdY9ofpztx
451,Mario ,Break Up,249027,2009,0.44,0.517,0,-7.355,0.363,0.428,0.0,0.173,0.475,73.881,spotify:track:4UP5HP7IAnNdxD01g1lzQp
452,Beyonce,Sweet Dreams,208067,2009,0.694,0.825,1,-5.986,0.111,0.0895,1.86e-05,0.0618,0.788,121.949,spotify:track:1FKxKGONukVFXWVJxAKmlz
453,Young Money,Every Girl,315320,2009,0.632,0.73,6,-5.895,0.245,0.00316,0.0,0.397,0.762,76.067,spotify:track:6klZDCEsQzMELAPyovvpUw
454,Colbie Caillat,Fallin For You,215547,2009,0.644,0.834,4,-6.473,0.0275,0.156,0.0,0.112,0.593,117.043,spotify:track:1le5KVGTF1xWf2aUj7ruLy
455,The Veronicas,Untouched,255360,2009,0.557,0.783,6,-4.893,0.234,0.0171,0.0172,0.151,0.442,177.008,spotify:track:0KlahhzNb98zyN83Vwae0l
456,Nickelback,If Today Was Your Last Day,249067,2009,0.485,0.911,3,-5.749,0.0355,8.67e-05,0.0,0.092,0.568,89.956,spotify:track:4QJLKU75Rg4558f4LbDBRi
457,Fabolous ,Throw It In The Bag,231573,2009,0.789,0.55,11,-7.423,0.0473,0.174,0.0,0.0614,0.696,172.049,spotify:track:6c0GmyBsE7mQtrVvxJaWc3
458,Boys Like Girls,Love Drunk,226707,2009,0.44,0.976,10,-3.17,0.141,0.00177,3.39e-06,0.16,0.412,150.005,spotify:track:20X9OeC606XNwEtDBOym5u
459,Asher Roth,I Love College,241933,2009,0.713,0.826,8,-4.075,0.243,0.0897,0.0,0.421,0.664,86.444,spotify:track:1akgiRM3mN2nxu2AX6ACCW
460,Britney Spears,If U Seek Amy,216520,2009,0.717,0.587,4,-7.296,0.0339,0.0192,0.0,0.0523,0.544,129.954,spotify:track:2hdy9Wt9qp7M7d0U3ossu2
461,Jason Aldean,Big Green Tractor,204200,2009,0.623,0.59,4,-5.014,0.028,0.646,0.0,0.295,0.579,137.071,spotify:track:4KAzYqfcijCSZa2P3etHoM
462,Taylor Swift,White Horse,234427,2009,0.578,0.34,0,-8.027,0.0264,0.305,0.0,0.104,0.223,92.702,spotify:track:6wn61Fzx9XMxQmieLpoIhW
463,Rihanna,Disturbia,238627,2009,0.707,0.813,11,-4.515,0.0571,0.0863,0.0,0.168,0.722,124.921,spotify:track:2VOomzT6VavJOGBeySqaMc
464,Green Day,21 Guns,321093,2009,0.268,0.742,5,-4.939,0.0355,0.0518,0.0,0.626,0.416,159.779,spotify:track:64yrDBpcdwEdNY9loyEGbX
465,The-Dream,Rockin That Thang,221933,2009,0.674,0.616,8,-4.757,0.0432,0.118,0.0,0.289,0.63,77.968,spotify:track:3oJJ1dQBxiFYGMQSe2SluG
466,Zac Brown Band,Chicken Fried,238147,2009,0.566,0.713,6,-4.25,0.0417,0.645,0.0,0.114,0.807,169.864,spotify:track:4dGJf1SER1T6ooX46vwzRB
467,Beyonce,Diva,165873,2009,0.574,0.845,9,-7.406,0.164,0.0276,0.00029,0.387,0.486,145.921,spotify:track:7eOG24Nx7j4nI3f9nOZTOi
468,Iyaz,Replay,182307,2009,0.706,0.751,9,-6.323,0.0708,0.173,0.0,0.168,0.195,91.031,spotify:track:5vlEg2fT4cFWAqU5QptIpQ
469,Brad Paisley,Then,321640,2009,0.493,0.643,0,-5.19,0.0299,0.512,2.42e-05,0.209,0.3,144.717,spotify:track:3XKbdb9GB6u3hsnUklQTav
470,Rob Thomas,Her Diamonds,280000,2009,0.555,0.924,7,-4.93,0.0604,0.0159,0.0,0.075,0.865,87.606,spotify:track:3LtwmK1OfN0dGs9jf3qSjn
471,Jesse McCartney ,How Do You Sleep?,208333,2009,0.747,0.878,8,-3.533,0.0282,0.343,0.0,0.0872,0.557,106.004,spotify:track:3jkdQNkDTxxXtjSO4l0o1H
472,Britney Spears,3,213173,2009,0.697,0.709,5,-1.917,0.0455,0.0452,0.0,0.138,0.787,134.91,spotify:track:6pymOcrCnMuCWdgGVTvUgP
473,Drake ,Forever,357347,2009,0.415,0.926,5,-1.304,0.374,0.253,0.0,0.256,0.542,158.423,spotify:track:6HSqyfGnsHYw9MmIpa9zlZ
474,Justin Bieber,One Time,215867,2009,0.691,0.853,1,-2.528,0.0372,0.0631,7.13e-05,0.082,0.762,145.999,spotify:track:6eDApnV9Jdb1nYahOlbbUh
475,Lady Antebellum,I Run To You,256013,2009,0.656,0.786,3,-4.451,0.034,0.163,5.99e-05,0.124,0.378,113.963,spotify:track:2YVCkTYJpv5jelYrHYoEG8
476,Kelly Clarkson,I Do Not Hook Up,200347,2009,0.502,0.938,9,-3.114,0.13,0.00098,0.0,0.318,0.35,144.077,spotify:track:2I5CPUnMIKjEXeg61OI9uV
477,John Legend ,Green Light,284187,2009,0.622,0.882,9,-5.59,0.119,0.0912,0.0,0.216,0.762,77.506,spotify:track:72by3Re4C3eVEBXvsUo0zV
478,Billy Currington,People Are Crazy,231360,2009,0.651,0.699,5,-5.006,0.0265,0.213,0.000265,0.12,0.36,141.938,spotify:track:5JnLiuMgRAWoHYOhatFP3s
479,Zac Brown Band,Whatever It Is,208213,2009,0.686,0.576,1,-6.632,0.0284,0.443,1.7e-05,0.212,0.72,83.971,spotify:track:4o8STNAL91xc7EvuvqSKk1
480,Kelly Clarkson,Already Gone,281560,2009,0.209,0.872,9,-2.996,0.0757,0.217,0.0,0.0768,0.294,78.139,spotify:track:7ceIquYtiTYlgSSm7PqUf9
481,Kristinia DeBarge,Goodbye,208133,2009,0.777,0.82,1,-3.211,0.0471,0.00505,2.6e-05,0.142,0.651,119.987,spotify:track:5myYDbAurm1CW038qd4gL2
482,Michael Franti ,Say Hey ,235760,2009,0.738,0.983,5,-4.374,0.0855,0.038,5.93e-06,0.183,0.957,92.998,spotify:track:0nnxf8p851ZR49KFnGWVsB
483,Jim Jones ,Pop Champagne,215973,2009,0.61,0.431,0,-6.73,0.294,0.03,0.0,0.099,0.463,136.878,spotify:track:5lrOsw7J8R7shum7A4j36t
484,Maxwell,Pretty Wings,310520,2009,0.563,0.402,9,-10.496,0.0668,0.252,2.07e-06,0.0886,0.2,115.561,spotify:track:22NLm3IIR9NLG0cUYtmHMW
485,The Fray,Never Say Never,256613,2009,0.23,0.492,8,-5.767,0.0317,0.568,8.18e-06,0.176,0.262,160.139,spotify:track:57uX2vR9j9DNiANDYfXw1i
486,Kesha,TiK ToK,199693,2010,0.755,0.837,2,-2.718,0.142,0.0991,0.0,0.289,0.714,120.028,spotify:track:0HPD5WQqrq7wPWR7P7Dw1i
487,Lady Antebellum,Need You Now,277573,2010,0.587,0.622,4,-5.535,0.0303,0.0927,0.000636,0.2,0.231,107.943,spotify:track:11EX5yhxr9Ihl3IN1asrfK
488,Train,"Hey, Soul Sister",216773,2010,0.673,0.886,1,-4.44,0.0431,0.185,0.0,0.0826,0.795,97.012,spotify:track:4HlFJV71xXKIGcU3kRyttv
489,Katy Perry ,California Gurls,234653,2010,0.791,0.754,0,-3.729,0.0569,0.00446,0.0,0.163,0.425,125.014,spotify:track:6tS3XVuOyu10897O3ae7bi
490,Usher ,OMG,269493,2010,0.781,0.745,4,-5.81,0.0332,0.198,1.14e-05,0.36,0.326,129.998,spotify:track:1bM50INir8voAkVoKuvEUI
491,B.o.B ,Airplanes,180480,2010,0.66,0.867,6,-4.285,0.116,0.11,0.0,0.0368,0.377,93.033,spotify:track:6lV2MSQmRIkycDScNtrBXO
492,Eminem ,Love The Way You Lie,263373,2010,0.749,0.925,10,-5.034,0.227,0.241,0.0,0.52,0.641,86.989,spotify:track:15JINEqzVMv3SvJTAXAKED
493,Lady Gaga,Bad Romance,294573,2010,0.696,0.921,0,-3.755,0.0363,0.00314,5.24e-05,0.0842,0.714,119.001,spotify:track:0SiywuOBRcynK0uKGWdCnn
494,Taio Cruz,Dynamite,203867,2010,0.754,0.804,4,-3.177,0.0853,0.00332,0.0,0.0329,0.818,119.968,spotify:track:1DqdF42leyFIzqNDv9CjId
495,Taio Cruz ,Break Your Heart,186267,2010,0.666,0.899,8,-4.676,0.028,0.00155,0.0,0.0677,0.629,122.05,spotify:track:1CdqVF1ywD0ZO1zXtB9yWa
496,B.o.B ,Nothin On You,268320,2010,0.688,0.853,10,-5.814,0.0493,0.386,0.0,0.0862,0.743,103.993,spotify:track:59dLtGBS26x7kc0rHbaPrq
