,Artist,Song,Duration(ms),Year,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri
1024,T-Wayne,Nasty Freestyle,142212,2015,0.779,0.472,11,-7.116,0.218,0.0577,0.0,0.114,0.412,135.051,spotify:track:0PT7nlpo11hYYyfnBgtilT
1025,Nicki Minaj ,Only,312027,2015,0.573,0.495,8,-7.245,0.592,0.405,0.0,0.0969,0.255,179.196,spotify:track:4MRT0dDbhqFKl67WzhUbSw
1026,Sia,Elastic Heart,257200,2015,0.421,0.791,9,-4.998,0.0496,0.0117,1.48e-05,0.146,0.499,130.075,spotify:track:5S9lfZu1YF8xKkgSsqL2Bd
1027,Demi Lovato,Cool For The Summer,214740,2015,0.583,0.61,5,-5.639,0.0382,0.00425,0.000105,0.14,0.336,114.06,spotify:track:2zFF6jG5hQArbzcXz3KUWk
1028,X Ambassadors,Renegades,195200,2015,0.526,0.862,2,-6.003,0.0905,0.0144,0.0597,0.229,0.528,90.052,spotify:track:0fYVliAYKHuPmECRs1pbRf
1029,Usher ,I Dont Mind,251989,2015,0.87,0.464,4,-8.337,0.178,0.205,0.0,0.0902,0.457,112.974,spotify:track:7aXuop4Qambx5Oi3ynsKQr
1030,Ariana Grande ,Love Me Harder,236133,2015,0.472,0.714,1,-4.389,0.0334,0.00937,0.0,0.0764,0.24,98.992,spotify:track:5J4ZkQpzMUFojo1CtAZYpn
1031,Taylor Swift,Wildest Dreams,220440,2015,0.553,0.664,8,-7.417,0.0741,0.0709,0.0056,0.106,0.467,140.06,spotify:track:59HjlYCeBsxdI0fcm3zglw
1032,Sam Smith,Stay With Me,172724,2015,0.418,0.42,0,-6.444,0.0414,0.588,6.39e-05,0.11,0.184,84.094,spotify:track:5Nm9ERjJZ5oyfXZTECKmRt
1033,DJ Snake ,You Know You Like It,247267,2015,0.407,0.725,5,-5.346,0.188,0.0141,2.46e-06,0.306,0.247,196.093,spotify:track:57kR5SniQIbsbVoIjjOUDa
1034,Fall Out Boy,Uma Thurman,211573,2015,0.622,0.961,4,-2.616,0.0669,0.102,0.00016,0.264,0.687,149.962,spotify:track:5PUawWFG1oIS2NwEcyHaCr
1035,Beyonce,7/11,213507,2015,0.747,0.705,9,-5.137,0.126,0.0128,0.0,0.126,0.56,136.024,spotify:track:02M6vucOvmRfMxTXDUwRXu
1036,Selena Gomez,The Heart Wants What It Wants,227373,2015,0.616,0.789,7,-4.874,0.0377,0.053,0.0,0.142,0.621,83.066,spotify:track:6wJwkMo278iWVlWl1XQ4WA
1037,Little Big Town,Girl Crush,193320,2015,0.5,0.225,0,-10.22,0.0302,0.842,0.0,0.112,0.355,173.788,spotify:track:11qh54D0PKkBwelpDxxiEU
1038,Trey Songz,Slow Motion,197854,2015,0.733,0.408,7,-7.834,0.0388,0.679,3.92e-05,0.11,0.291,94.947,spotify:track:4NYwy0R3NdvORX2B6OZXBT
1039,One Direction,Drag Me Down,192120,2015,0.73,0.703,0,-5.672,0.0369,0.109,0.0,0.0657,0.595,138.113,spotify:track:2K87XMYnUMqLcX3zvtAF4G
1040,Nicki Minaj ,Truffle Butter,219227,2015,0.887,0.673,10,-6.846,0.0503,0.0743,4.06e-05,0.124,0.491,105.113,spotify:track:3keUgTGEoZJt0QkzTB6kHg
1041,Ariana Grande,One Last Time,197267,2015,0.628,0.593,8,-5.036,0.0323,0.093,1.65e-06,0.096,0.104,125.026,spotify:track:7xoUc6faLbCqZO6fQEYprd
1042,Nick Jonas,Chains,203107,2015,0.589,0.611,0,-5.881,0.0459,0.0151,0.0,0.0757,0.121,76.006,spotify:track:5Eg4TsPcqNbIjd8ADMZosg
1043,Meek Mill ,All Eyes On You,223973,2015,0.589,0.658,11,-5.288,0.203,0.0242,0.0,0.118,0.251,77.521,spotify:track:0hy1SOTEn9ifXTzOwnCwEr
1044,Rae Sremmurd,No Type,200080,2015,0.891,0.486,6,-7.803,0.159,0.0158,3.78e-06,0.0925,0.239,125.01,spotify:track:4scpF6J5uMBvoh6sFB7EL1
1045,Vance Joy,Riptide,204280,2015,0.484,0.731,1,-6.694,0.0379,0.431,0.0,0.151,0.51,101.654,spotify:track:3JvrhDOgAt6p7K8mDyZwRd
1046,Jidenna ,Classic Man,226000,2015,0.79,0.585,8,-6.058,0.0348,0.185,0.0,0.292,0.585,94.072,spotify:track:3G7XYAwtxtoGK7fAm4IlD9
1047,Elle King,Exs & Ohs,202173,2015,0.612,0.921,7,-2.879,0.0848,0.0183,0.0,0.0576,0.453,139.986,spotify:track:70eDxAyAraNTiD6lx2ZEnH
1048,Meghan Trainor,Dear Future Husband,184227,2015,0.655,0.782,1,-4.789,0.185,0.375,0.0,0.317,0.832,79.427,spotify:track:3cU2wBxuV6nFiuf6PJZNlC
1049,Charlie Puth ,Marvin Gaye,190453,2015,0.795,0.616,1,-5.281,0.06,0.417,0.0,0.349,0.815,110.015,spotify:track:6ukMqDxnOPOgoHdak7Kyp3
1050,Meghan Trainor ,Like Im Gonna Lose You,225053,2015,0.63,0.53,0,-7.259,0.0434,0.4,0.0,0.177,0.417,108.038,spotify:track:2YlZnw2ikdb837oKMKjBkW
1051,Tove Lo,Habits ,209160,2015,0.733,0.65,5,-3.539,0.0315,0.0703,6.59e-05,0.0829,0.348,110.003,spotify:track:14OxJlLdcHNpgsm4DRwDOB
1052,James Newton Howard ,The Hanging Tree,218507,2015,0.338,0.0775,9,-18.067,0.0338,0.343,3.67e-05,0.212,0.155,100.648,spotify:track:416MsJxvxSKY96DCmbJIRs
1053,O.T. Genasis,CoCo,239574,2015,0.886,0.628,8,-5.949,0.131,0.00215,1.15e-05,0.31,0.178,119.906,spotify:track:2JI71GHwq2LN8mtq3iCLYo
1054,"Jessie J, Ariana Grande ",Bang Bang,199387,2015,0.706,0.786,0,-3.417,0.0909,0.26,0.0,0.38,0.749,150.035,spotify:track:0puf9yIluy9W0vpMEUoAnN
1055,Sam Smith,Lay Me Down,219536,2015,0.468,0.19,4,-11.138,0.0373,0.919,0.0,0.107,0.326,125.319,spotify:track:64GRDrL1efgXclrhVCeuA0
1056,iLoveMemphis,Hit The Quan,181081,2015,0.741,0.488,8,-8.253,0.362,0.000235,0.0,0.0488,0.625,160.018,spotify:track:4OjuzM3rTWp3q60mEldNSF
1057,Macklemore ,Downtown,292593,2015,0.828,0.609,1,-4.402,0.0694,0.0916,1.21e-06,0.291,0.707,109.725,spotify:track:5pfJsMwoRYKampPay8amX0
1058,Sam Hunt,House Party,190240,2015,0.747,0.861,8,-5.251,0.0514,0.113,0.0,0.026,0.859,103.966,spotify:track:1TwLKNsCnhi1HxbIi4bAW0
1059,Chris Brown ,Ayo,225227,2015,0.823,0.563,6,-5.095,0.0443,0.0399,0.0,0.0851,0.682,98.031,spotify:track:0k6DnZMLoEUH8NGD5zh2SE
1060,Luke Bryan,Kick The Dust Up,190587,2015,0.597,0.86,1,-2.315,0.0461,0.196,0.0,0.087,0.818,172.064,spotify:track:5g15o2Sm55Hn9ShK5yEXgp
1061,Big Sean ,Blessings,252040,2015,0.79,0.621,1,-7.634,0.275,0.33,0.0,0.122,0.15,118.896,spotify:track:1bzM1cd6oqFozdr4wK6HdR
1062,George Ezra,Budapest,200733,2015,0.717,0.455,5,-8.303,0.0276,0.0846,0.0,0.11,0.389,127.81,spotify:track:7q0aQpiLv5tIsupcgQ3Ny4
1063,Sia,Chandelier,216120,2015,0.399,0.787,1,-2.88,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089,spotify:track:2s1sdSqGcKxpPr5lCl7jAV
1064,Kelly Clarkson,Heartbeat Song,198733,2015,0.49,0.798,6,-3.66,0.0489,0.0137,0.0,0.0627,0.479,149.109,spotify:track:7FC9Lng8iXU081lbigu8m8
1065,Ed Sheeran,Dont,219947,2015,0.798,0.675,6,-5.041,0.0442,0.0912,0.0,0.0894,0.842,101.956,spotify:track:3HVWdVOQ0ZA45FuZGSfvns
1066,Ella Henderson,Ghost,213213,2015,0.68,0.84,9,-3.823,0.0415,0.0457,8.38e-06,0.143,0.468,104.985,spotify:track:4z7gh3aIZV9arbL9jJSc5J
1067,Alessia Cara,Here,199453,2015,0.376,0.821,0,-3.974,0.104,0.0785,0.0,0.0823,0.331,120.462,spotify:track:1wYZZtamWTQAoj8B812uKQ
1068,Mr. Probz,Waves,208133,2015,0.829,0.51,5,-9.334,0.0369,0.00821,0.0014,0.0829,0.45,119.993,spotify:track:5Sf3GyLEAzJXxZ5mbCPXTu
1069,Nicky Jam ,El Perdon ,205907,2015,0.628,0.69,8,-5.828,0.0511,0.446,0.0,0.112,0.662,179.911,spotify:track:7qCAVkHWZkF44OzOUKf8Cr
1070,Ne-Yo ,She Knows,214726,2015,0.706,0.572,8,-5.799,0.0326,0.0262,0.0,0.585,0.574,139.982,spotify:track:7seTcUFOhn5caSDbiSfsp0
1071,One Direction,Night Changes,226600,2015,0.672,0.52,8,-7.747,0.0353,0.859,0.0,0.115,0.37,120.001,spotify:track:5O2P9iiztwhomNh8xkR9lJ
1072,Drake,Back To Back,170638,2015,0.893,0.48,1,-3.728,0.356,0.00854,0.0,0.116,0.382,86.976,spotify:track:5lFDtgWsjRJu8fPOAyJIAK
1073,Calvin Harris ,How Deep Is Your Love,212640,2015,0.738,0.868,11,-4.373,0.0731,0.0389,0.00171,0.388,0.336,122.003,spotify:track:22mek4IiqubGD9ctzxc69s
1074,Justin Bieber,Love Yourself,233720,2016,0.609,0.378,4,-9.828,0.438,0.835,0.0,0.28,0.515,100.418,spotify:track:50kpGaPAhYJ3sGmk6vplg0
1075,Justin Bieber,Sorry,200787,2016,0.654,0.76,0,-3.669,0.045,0.0797,0.0,0.299,0.41,99.945,spotify:track:09CtPGIpYB4BrO8qb1RGsF
1076,Drake ,One Dance,173987,2016,0.792,0.625,1,-5.609,0.0536,0.00776,0.00188,0.329,0.37,103.967,spotify:track:1zi7xx7UVEFkmKfv06H8x0
1077,Rihanna ,Work,219320,2016,0.725,0.534,11,-6.238,0.0946,0.0752,0.0,0.0919,0.558,91.974,spotify:track:72TFWvU3wUYdUuxejTTIzt
1078,twenty one pilots,Stressed Out,202333,2016,0.734,0.637,4,-5.677,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn
1079,Desiigner,Panda,247867,2016,0.685,0.731,10,-5.503,0.414,0.0292,0.0,0.369,0.266,145.245,spotify:track:275a9yzwGB6ncAW4SxY7q3
1080,Adele,Hello,295493,2016,0.481,0.451,5,-6.095,0.0347,0.336,0.0,0.0872,0.289,157.966,spotify:track:4sPmO7WMQUAf45kwMOtONw
1081,The Chainsmokers ,Dont Let Me Down,208373,2016,0.532,0.869,11,-5.094,0.172,0.157,0.00508,0.136,0.422,159.803,spotify:track:1i1fxkWeaMmKEB4T7zqbzK
1082,Justin Timberlake,Cant Stop The Feeling!,237547,2016,0.669,0.832,0,-5.72,0.0682,0.0106,0.0,0.0968,0.7,113.035,spotify:track:1WkMMavIMc4JZ8cfMmxHkI
1083,The Chainsmokers ,Closer,244960,2016,0.748,0.524,8,-5.599,0.0338,0.414,0.0,0.111,0.661,95.01,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw
1084,Sia ,Cheap Thrills,211667,2016,0.628,0.698,6,-5.608,0.105,0.0472,0.00143,0.0907,0.732,89.976,spotify:track:3S4px9f4lceWdKf0gWciFu
1085,Lukas Graham,7 Years,237300,2016,0.765,0.473,10,-5.829,0.0514,0.287,0.0,0.391,0.34,119.992,spotify:track:5kqIPrATaCc2LqxVWzQGbk
1086,Rihanna,Needed Me,191600,2016,0.671,0.314,5,-8.091,0.244,0.11,0.0,0.0825,0.296,110.898,spotify:track:4pAl7FkDMNBsjykPXo91B3
1087,Flo Rida,My House,192191,2016,0.688,0.702,7,-4.792,0.0499,0.0215,0.0,0.128,0.74,94.006,spotify:track:6Knv6wdA0luoMUuuoYi2i1
1088,Mike Posner,I Took A Pill In Ibiza,197933,2016,0.663,0.713,7,-6.647,0.112,0.0353,7.68e-06,0.0843,0.69,101.965,spotify:track:1MtUq6Wp1eQ8PC6BbPCj8P
1089,Fifth Harmony ,Work From Home,214480,2016,0.803,0.585,8,-5.861,0.0432,0.103,3.94e-06,0.0644,0.593,105.017,spotify:track:4tCtwWceOPWzenK2HAIJSb
1090,Calvin Harris ,This Is What You Came For,222160,2016,0.63,0.928,9,-2.787,0.0331,0.199,0.124,0.148,0.465,123.963,spotify:track:0azC730Exh71aQlOt9Zj3y
1091,DNCE,Cake By The Ocean,219147,2016,0.774,0.753,4,-5.445,0.0517,0.153,0.0,0.0371,0.896,119.002,spotify:track:76hfruVvmfQbw0eYn1nmeC
1092,twenty one pilots,Ride,214507,2016,0.645,0.713,6,-5.355,0.0393,0.00835,0.0,0.113,0.566,74.989,spotify:track:2Z8WuEywRWYTKe1NybPQEW
1093,twenty one pilots,Heathens,195920,2016,0.732,0.396,4,-9.348,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,spotify:track:6i0V12jOa3mr6uu4WYhUBr
1094,Zayn,Pillowtalk,202747,2016,0.584,0.7,11,-4.275,0.0456,0.117,0.0,0.0939,0.438,124.944,spotify:track:0PDUDa38GO8lMxLCRc4lL1
1095,Shawn Mendes,Stitches,206880,2016,0.746,0.754,1,-6.681,0.067,0.0152,0.0,0.0486,0.764,149.882,spotify:track:5jsw9uXEGuKyJzs0boZ1bT
1096,Drake,Hotline Bling,267067,2016,0.891,0.625,2,-7.861,0.0558,0.00261,0.000176,0.0504,0.548,134.967,spotify:track:0wwPcA6wtMf6HUMpIRdeP7
1097,Major Lazer ,Cold Water,185360,2016,0.608,0.798,6,-5.092,0.0432,0.0736,0.0,0.156,0.501,92.943,spotify:track:7zsXy7vlHdItvUSH8EwQss
1098,Adele,Send My Love ,223080,2016,0.69,0.524,6,-8.39,0.103,0.0415,3.16e-06,0.17,0.562,164.023,spotify:track:4BHzQ9C00ceJxfG16AlNWb
1099,The Chainsmokers ,Roses,226739,2016,0.713,0.802,4,-7.055,0.0561,0.0435,0.00377,0.309,0.343,100.001,spotify:track:3vv9phIu6Y1vX3jcqaGz5Z
1100,Shawn Mendes,Treat You Better,187973,2016,0.444,0.819,10,-4.078,0.341,0.106,0.0,0.107,0.747,82.695,spotify:track:3QGsuHI8jO1Rx4JWLUh9jd
1101,Drake ,Too Good,263373,2016,0.793,0.653,7,-7.839,0.103,0.0484,4.91e-05,0.1,0.393,117.993,spotify:track:3BtuIIrQlkujKPuWF2B85z
1102,Future ,Low Life,313547,2016,0.722,0.331,8,-7.789,0.0725,0.337,0.283,0.146,0.102,143.974,spotify:track:7EiZI6JVHllARrX9PUvAdX
1103,Justin Bieber,What Do You Mean?,205680,2016,0.845,0.567,5,-8.118,0.0956,0.59,0.00142,0.0811,0.793,125.02,spotify:track:4B0JvthVoAAuygILe3n4Bs
1104,The Weeknd,The Hills,242253,2016,0.58,0.565,0,-7.065,0.0488,0.0671,0.0,0.135,0.138,112.986,spotify:track:7fBv7CLKzipRk6EC6TWHOB
1105,P!nk,Just Like Fire,215414,2016,0.632,0.701,7,-5.921,0.146,0.0114,0.0,0.108,0.497,162.958,spotify:track:7K5dzhGda2vRTaAWYI3hrb
1106,Bryson Tiller,Dont,198293,2016,0.765,0.356,11,-5.556,0.196,0.222,0.0,0.0963,0.19,97.001,spotify:track:3pXF1nA74528Edde4of9CC
1107,Ariana Grande,Dangerous Woman,235947,2016,0.662,0.602,4,-5.369,0.0401,0.0529,0.0,0.356,0.29,133.969,spotify:track:7l94dyN2hX9c6wWcZQuOGJ
1108,Drake ,Jumpman,205879,2016,0.852,0.553,1,-7.286,0.187,0.0563,0.0,0.332,0.656,142.072,spotify:track:27GmP9AWRs744SzKcpJsTZ
1109,gnash ,I Hate U I Love U,251034,2016,0.492,0.275,6,-13.4,0.3,0.687,0.0,0.101,0.18,92.6,spotify:track:7vRriwrloYVaoAe3a9wJHe
1110,Alessia Cara,Here,199453,2016,0.376,0.821,0,-3.974,0.104,0.0785,0.0,0.0823,0.331,120.462,spotify:track:1wYZZtamWTQAoj8B812uKQ
1111,Selena Gomez,Same Old Love,229080,2016,0.672,0.593,11,-4.01,0.0304,0.0223,0.0,0.214,0.438,98.02,spotify:track:1BZG99C7Co1r6QUC3zaS59
1112,Drake,Controlla,245227,2016,0.611,0.468,10,-11.084,0.179,0.0781,0.0,0.101,0.349,92.092,spotify:track:3O8NlPh2LByMU9lSRSHedm
1113,Meghan Trainor ,Like Im Gonna Lose You,225053,2016,0.63,0.53,0,-7.259,0.0434,0.4,0.0,0.177,0.417,108.038,spotify:track:2YlZnw2ikdb837oKMKjBkW
1114,Charlie Puth,One Call Away,194453,2016,0.667,0.613,1,-5.353,0.0344,0.403,0.0,0.115,0.47,91.024,spotify:track:7soJgKhQTO8hLP2JPRkL5O
1115,James Bay,Let It Go,260533,2016,0.546,0.311,1,-10.396,0.0288,0.818,1.65e-05,0.107,0.246,147.464,spotify:track:13HVjjWUZFaWilh2QUJKsP
1116,Meghan Trainor,No,152862,2016,0.827,0.658,6,-3.846,0.0517,0.0224,0.0,0.0417,0.523,115.016,spotify:track:7fCNUWi6uflDTQ08srxMZk
1117,Zara Larsson ,Never Forget You,213428,2016,0.583,0.732,11,-5.728,0.0457,0.00312,9.86e-06,0.269,0.276,145.992,spotify:track:6hmhG1b4LEyNuashVvuIAo
1118,DJ Snake ,Let Me Love You,205947,2016,0.649,0.716,8,-5.371,0.0349,0.0863,2.63e-05,0.135,0.163,99.988,spotify:track:0lYBSQXN6rCTvUZvg9S0lU
1119,Kent Jones,Dont Mind,198237,2016,0.464,0.771,8,-4.503,0.336,0.0235,0.0,0.063,0.69,158.777,spotify:track:27PmvZoffODNFW2p7ehZTQ
1120,Florida Georgia Line,H.O.L.Y.,194187,2016,0.523,0.666,7,-4.081,0.0327,0.401,0.0,0.0728,0.564,78.077,spotify:track:0BCy325UZyR9z0t0uxwn2N
1121,Charlie Puth ,We Dont Talk Anymore,217707,2016,0.728,0.563,1,-8.053,0.134,0.621,0.0,0.179,0.352,100.017,spotify:track:37FXw5QGFN7uwwsLy8uAc0
1122,Ariana Grande,Into You,244453,2016,0.623,0.734,9,-5.95,0.107,0.0162,1.9e-06,0.145,0.372,107.853,spotify:track:2meEiZKWkiN28gITzFwQo5
1123,Kiiara,Gold,225882,2016,0.6,0.412,8,-9.343,0.344,0.615,0.0025,0.134,0.408,113.049,spotify:track:6ZSO7kPn8IMJFymyticbJO
1124,Bryson Tiller,Exchange,194613,2016,0.53,0.433,6,-10.598,0.185,0.108,0.0,0.135,0.274,160.14,spotify:track:43PuMrRfbyyuz4QpZ3oAwN
1125,Fetty Wap ,679,196693,2016,0.618,0.717,7,-5.738,0.318,0.00256,0.0,0.625,0.603,190.05,spotify:track:5NQbUaeTEOGdD6hHcre0dZ
1126,Jeremih,Oui,238320,2016,0.418,0.724,5,-3.724,0.0964,0.213,0.0,0.112,0.604,78.521,spotify:track:0PJIbOdMs3bd5AT8liULMQ
1127,Selena Gomez,Hands To Myself,200680,2016,0.811,0.499,5,-7.161,0.118,0.0147,2.44e-06,0.342,0.466,111.016,spotify:track:1LoriJC05IrHIDwj3q0KC1
1128,Kevin Gates,2 Phones,240000,2016,0.895,0.681,7,-5.267,0.358,0.157,0.0,0.189,0.554,121.918,spotify:track:0wdKiSBUT7aZkXUIdJWcwC
1129,The Weeknd ,Starboy,230453,2016,0.678,0.588,7,-7.015,0.276,0.141,6.35e-06,0.137,0.486,186.005,spotify:track:7MXVkk9YMctZqd1Srtv4MB
1130,DJ Khaled ,For Free,183695,2016,0.916,0.571,10,-8.241,0.2,0.0173,1.11e-06,0.153,0.498,103.521,spotify:track:4JDZl9nKIAhAhDjw753u4X
1131,Flume ,Never Be Like You,234910,2016,0.444,0.557,0,-5.476,0.0602,0.453,0.0,0.152,0.296,115.058,spotify:track:5WI2ltQIdwgzf1SNE76JyR
1132,The Weeknd,In The Night,235653,2016,0.505,0.68,7,-4.99,0.0713,0.0796,0.0,0.0465,0.539,168.021,spotify:track:25KybV9BOUlvcnv7nN3Pyo
1133,Meghan Trainor,Me Too,181240,2016,0.934,0.694,11,-5.849,0.101,0.0962,1.2e-06,0.478,0.835,123.829,spotify:track:3KwwE4sgCzMaKWq6QBebmX
1134,Elle King,Exs & Ohs,202173,2016,0.612,0.921,7,-2.879,0.0848,0.0183,0.0,0.0576,0.453,139.986,spotify:track:70eDxAyAraNTiD6lx2ZEnH
1135,Thomas Rhett,Die A Happy Man,227427,2016,0.595,0.389,2,-9.245,0.0349,0.418,1.39e-06,0.116,0.4,166.052,spotify:track:5kNe7PE09d6Kvw5pAsx23n
1136,Post Malone,White Iverson,256533,2016,0.675,0.562,7,-7.678,0.0352,0.233,0.0,0.0816,0.309,130.098,spotify:track:6eT7xZZlB2mwyzJ2sUKG6w
1137,Nick Jonas ,Close,234213,2016,0.653,0.623,6,-5.273,0.082,0.253,0.0,0.144,0.401,123.999,spotify:track:3lSDIJ2abCrOdDJ6pshUap
1138,X Ambassadors,Unsteady,193547,2016,0.389,0.665,0,-6.169,0.0644,0.178,0.000732,0.116,0.199,117.055,spotify:track:7lGKEWMXVWWTt3X71Bv44I
1139,"Lil Wayne, Wiz Khalifa ",Sucker For Pain,243491,2016,0.502,0.786,9,-4.378,0.317,0.255,0.0,0.65,0.739,169.021,spotify:track:4dASQiO1Eoo3RJvt74FtXB
1140,Yo Gotti ,Down In The DM,182733,2016,0.776,0.662,1,-7.016,0.0489,0.00157,2.1e-05,0.0887,0.324,152.927,spotify:track:1LxKKYsJNPeBdOwdudsJzv
1141,Tory Lanez,Luv,404233,2016,0.359,0.471,7,-8.348,0.177,0.301,0.0,0.0736,0.249,170.705,spotify:track:5SeX6wQeUsYKNnuQno9slB
1142,Beyonce,Sorry,232560,2016,0.775,0.598,2,-7.274,0.0535,0.00175,4.44e-06,0.253,0.356,129.988,spotify:track:0lnIJmgcUpEpe4AZACjayW
1143,The Weeknd,Cant Feel My Face,213520,2016,0.705,0.769,9,-5.526,0.0426,0.112,0.0,0.105,0.59,107.939,spotify:track:22VdIZQfgXJea34mQxlt81
1144,Coldplay,Hymn For The Weekend,258827,2016,0.49,0.743,0,-5.155,0.0409,0.255,7.21e-06,0.3,0.363,89.974,spotify:track:3RiPr603aXAoi4GHyXx0uy
1145,Tory Lanez,Say It,237787,2016,0.546,0.529,11,-10.511,0.0583,0.0862,6.5e-06,0.124,0.247,107.331,spotify:track:2Gyc6e2cLxA5hoX1NOvYnU
1146,Travis Scott,Antidote,262693,2016,0.713,0.526,1,-5.046,0.032,0.00767,0.000148,0.124,0.131,131.05,spotify:track:1wHZx0LgzFHyeIZkUydNXq
1147,Ruth B,Lost Boy,275280,2016,0.71,0.0565,7,-15.099,0.0534,0.965,0.0,0.0889,0.348,123.994,spotify:track:4h0zU3O9R5xzuTmNO7dNDU
1148,Ariana Grande ,Side To Side,226160,2016,0.65,0.736,6,-5.84,0.229,0.0513,0.0,0.235,0.612,159.174,spotify:track:1pKeFVVUOPjFsOABub0OaV
1149,Daya,"Sit Still, Look Pretty",202221,2016,0.657,0.739,2,-4.081,0.274,0.141,0.0,0.178,0.543,181.994,spotify:track:0EGuSSpuu9wmHCtvb4PdLO
1150,Taylor Swift,Wildest Dreams,220440,2016,0.553,0.664,8,-7.417,0.0741,0.0709,0.0056,0.106,0.467,140.06,spotify:track:59HjlYCeBsxdI0fcm3zglw
1151,DJ Snake ,Middle,220573,2016,0.583,0.695,9,-5.336,0.0423,0.0141,0.0,0.0527,0.224,104.879,spotify:track:0g5EKLgdKvNlln7TNqBByK
1152,Ellie Goulding,On My Mind,213445,2016,0.702,0.705,0,-6.666,0.0543,0.258,5.93e-06,0.0879,0.743,154.911,spotify:track:4nS1sut0R2mgmFitKIShVe
1153,Drake ,Pop Style,212947,2016,0.713,0.462,7,-10.027,0.123,0.192,2.16e-06,0.105,0.0595,133.054,spotify:track:5mPSyjLatqB00IkPqRlbTE
1154,Adele,When We Were Young,290907,2016,0.381,0.594,3,-5.97,0.0486,0.348,0.0,0.0925,0.273,143.86,spotify:track:7IWkJwX9C0J7tHurTD7ViL
1155,Daya,Hide Away,192376,2016,0.885,0.801,11,-4.716,0.0882,0.225,1.65e-06,0.0733,0.466,95.011,spotify:track:0uyZ5ckiIUbFZd3P6RWmrj
1156,Major Lazer ,Lean On,176561,2016,0.723,0.809,7,-3.081,0.0625,0.00346,0.00123,0.565,0.274,98.007,spotify:track:1Lim1Py7xBgbAkAys3AGAG
1157,Shawn Mendes ,I Know What You Did Last Summer,223853,2016,0.695,0.761,9,-4.582,0.0864,0.104,0.0,0.147,0.745,113.965,spotify:track:2GyA33q5rti5IxkMQemRDH
1158,Silento,Watch Me,185143,2016,0.821,0.759,8,-8.541,0.121,0.247,0.0,0.321,0.962,140.01,spotify:track:5RIVoVdkDLEygELLCniZFr
1159,Chris Brown,Back To Sleep,201253,2016,0.647,0.646,9,-5.483,0.243,0.0424,0.0,0.0888,0.721,92.981,spotify:track:6dlpABcXrQKRU9G00i6Zba
1160,Usher ,No Limit,228613,2016,0.717,0.523,10,-6.506,0.0611,0.0799,0.0,0.206,0.282,127.047,spotify:track:1CDBn2Lm7E63XKQDsdCq6O
1161,O.T. Genasis ,Cut It,222600,2016,0.875,0.673,7,-4.184,0.0932,0.135,0.0,0.292,0.231,130.0,spotify:track:376KnY4TrgBITxjlnbnmIy
1162,Kevin Gates,Really Really,232093,2016,0.762,0.666,0,-6.055,0.0916,0.00427,0.0,0.127,0.278,118.97,spotify:track:10I3CmmwT0BkOVhduDy53o
1163,Fifth Harmony ,All In My Head ,210573,2016,0.689,0.791,0,-5.194,0.053,0.023,0.0,0.0526,0.755,95.04,spotify:track:7nD9nN3jord9wWcfW3Gkcm
1164,Hailee Steinfeld ,Starving,181880,2016,0.729,0.615,4,-4.238,0.0647,0.378,0.0,0.105,0.508,99.989,spotify:track:4Ce37cRWvM1vIGGynKcs22
1165,Coldplay,Adventure Of A Lifetime,263787,2016,0.638,0.924,7,-3.887,0.0359,0.00205,0.000173,0.149,0.529,111.995,spotify:track:69uxyAqqPIsUyTO8txoP2M
1166,Tim McGraw,Humble And Kind,259267,2016,0.355,0.48,11,-7.31,0.0282,0.679,2.28e-06,0.12,0.137,100.956,spotify:track:4Pn0JlCUusD2QHjADuOzuV
1167,Future,Wicked,173347,2016,0.718,0.679,11,-5.899,0.0706,0.00191,0.0104,0.385,0.205,157.97,spotify:track:6BbINUfGabVyiNFJpQXn3x
1168,Desiigner,Tiimmy Turner,239853,2016,0.602,0.725,6,-3.054,0.0393,0.174,0.0,0.0786,0.304,122.803,spotify:track:3NJG6vMH1ZsectZkocMEm0
1169,Wiz Khalifa ,See You Again,229526,2016,0.689,0.481,10,-7.503,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,spotify:track:2JzZzZUQj3Qff7wapcbKjc
1170,One Direction,Perfect,230333,2016,0.647,0.823,2,-5.231,0.0762,0.0598,0.0,0.119,0.396,99.933,spotify:track:3NLnwwAQbbFKcEcV8hDItk
1171,Ed Sheeran,Shape Of You,233713,2017,0.825,0.652,1,-3.183,0.0802,0.581,0.0,0.0931,0.931,95.977,spotify:track:7qiZfU4dY1lWllzX7mPBI3
1172,Luis Fonsi ,Despacito,228827,2017,0.653,0.816,2,-4.353,0.167,0.228,0.0,0.0967,0.816,178.086,spotify:track:6rPO02ozF3bM7NnOV4h6s2
1173,Bruno Mars,Thats What I Like,206693,2017,0.853,0.56,1,-4.961,0.0406,0.013,0.0,0.0944,0.86,134.066,spotify:track:0KKkJNfGyhkQ5aFogxQAPU
